,timestamp,market_cap_at_time,volume_at_time,price_at_time
0,1640915100.0,0.0,152557586.0,514.93622481
1,1640915400.0,0.0,193165849.66666666,514.4227196533334
2,1640915700.0,0.0,193165849.66666666,514.0130503066666
3,1640916000.0,0.0,193165849.66666666,515.0836417425
4,1640916300.0,0.0,119683262.33333333,514.4497612066666
5,1640916600.0,0.0,119683262.33333333,513.6999999999999
6,1640916900.0,0.0,119683262.33333333,513.6169918025
7,1640917200.0,0.0,185635443.0,512.69220864
8,1640917500.0,0.0,185635443.0,512.2323638733334
9,1640917800.0,0.0,185635443.0,511.6026840825
10,1640918100.0,0.0,120303814.33333333,511.0620735933333
11,1640918400.0,0.0,120303814.33333333,511.41283536
12,1640918700.0,0.0,120303814.33333333,511.347219995
13,1640919000.0,0.0,133803588.0,510.70927191333334
14,1640919300.0,0.0,133803588.0,510.9754915066667
15,1640919600.0,0.0,133803588.0,511.153388585
16,1640919900.0,0.0,135459297.0,511.05899877999997
17,1640920200.0,0.0,135459297.0,511.2092131266666
18,1640920500.0,0.0,135459297.0,511.1636438425
19,1640920800.0,0.0,165242709.0,510.69279663
20,1640921100.0,0.0,165242709.0,511.62000596999997
21,1640921400.0,0.0,165242709.0,512.6670348325
22,1640921700.0,0.0,115477008.33333333,513.1201914100001
23,1640922000.0,0.0,115477008.33333333,513.4131993533333
24,1640922300.0,0.0,115477008.33333333,513.91744713
25,1640922600.0,0.0,172273259.66666666,513.9696257333334
26,1640922900.0,0.0,172273259.66666666,514.05643157
27,1640923200.0,0.0,172273259.66666666,514.115903695
28,1640923500.0,0.0,174273511.66666666,514.0349768066667
29,1640923800.0,0.0,174273511.66666666,514.3068877300001
30,1640924100.0,0.0,174273511.66666666,514.4847207949999
31,1640924400.0,0.0,161153606.33333334,514.4192077366666
32,1640924700.0,0.0,161153606.33333334,514.9013853166667
33,1640925000.0,0.0,161153606.33333334,515.522861305
34,1640925300.0,0.0,165749969.66666666,515.4377211633333
35,1640925600.0,0.0,165749969.66666666,515.3822646566667
36,1640925900.0,0.0,165749969.66666666,515.73048594
37,1640926200.0,0.0,161046779.66666666,515.6206183866667
38,1640926500.0,0.0,161046779.66666666,515.5014229266667
39,1640926800.0,0.0,161046779.66666666,515.5208651949999
40,1640927100.0,0.0,148052099.0,515.8243290500001
41,1640927400.0,0.0,148052099.0,515.95392006
42,1640927700.0,0.0,148052099.0,516.01042472
43,1640928000.0,0.0,143417055.0,516.2366950366667
44,1640928300.0,0.0,143417055.0,516.0184366100001
45,1640928600.0,0.0,143417055.0,515.3725172566666
46,1640928900.0,0.0,123268783.66666667,515.2140036266667
47,1640929200.0,0.0,123268783.66666667,515.3299629525
48,1640929500.0,0.0,123268783.66666667,515.5259936233333
49,1640929800.0,0.0,202720290.0,515.8676927133333
50,1640930100.0,0.0,202720290.0,516.1935443775001
51,1640930400.0,0.0,202720290.0,516.28914977
52,1640930700.0,0.0,203700127.66666666,515.57215811
53,1640931000.0,0.0,203700127.66666666,514.8523929225
54,1640931300.0,0.0,203700127.66666666,515.1759103133332
55,1640931600.0,0.0,137145935.0,515.3602090633334
56,1640931900.0,0.0,137145935.0,516.047676765
57,1640932200.0,0.0,137145935.0,516.42006416
58,1640932500.0,0.0,132171819.33333333,516.3183891866666
59,1640932800.0,0.0,132171819.33333333,516.0106619525
60,1640933100.0,0.0,132171819.33333333,515.8235850633333
61,1640933400.0,0.0,106133305.0,515.6767194566667
62,1640933700.0,0.0,106133305.0,516.11035329
63,1640934000.0,0.0,106133305.0,516.35695772
64,1640934300.0,0.0,125129942.66666667,515.95322813
65,1640934600.0,0.0,125129942.66666667,515.65508343
66,1640934900.0,0.0,125129942.66666667,514.61137517
67,1640935200.0,0.0,129727198.66666667,513.7046204025
68,1640935500.0,0.0,129727198.66666667,512.85813182
69,1640935800.0,0.0,129727198.66666667,512.21237175
70,1640936100.0,0.0,143654307.0,511.79245538666663
71,1640936400.0,0.0,143654307.0,511.00715420250003
72,1640936700.0,0.0,143654307.0,510.32688419666664
73,1640937000.0,0.0,105705043.0,509.96686782
74,1640937300.0,0.0,105705043.0,510.2667780033333
75,1640937600.0,0.0,105705043.0,510.96928256
76,1640937900.0,0.0,189554354.0,512.503834385
77,1640938200.0,0.0,189554354.0,513.4121902366667
78,1640938500.0,0.0,189554354.0,514.6866282133334
79,1640938800.0,0.0,210467100.0,515.1169572174999
80,1640939100.0,0.0,210467100.0,515.6823943433334
81,1640939400.0,0.0,210467100.0,518.8509708666667
82,1640939700.0,0.0,184480620.66666666,522.6101855525
83,1640940000.0,0.0,184480620.66666666,525.00354448
84,1640940300.0,0.0,184480620.66666666,526.1350087766667
85,1640940600.0,0.0,185422776.33333334,526.8405985100001
86,1640940900.0,0.0,185422776.33333334,527.1034018966667
87,1640941200.0,0.0,185422776.33333334,525.86694089
88,1640941500.0,0.0,194044669.66666666,526.5984216625
89,1640941800.0,0.0,194044669.66666666,526.4090653466667
90,1640942100.0,0.0,194044669.66666666,527.4049181199999
91,1640942400.0,0.0,145466365.66666666,527.762580505
92,1640942700.0,0.0,145466365.66666666,526.7522381033333
93,1640943000.0,0.0,145466365.66666666,526.13278497
94,1640943300.0,0.0,134373554.33333334,526.02922223
95,1640943600.0,0.0,134373554.33333334,525.40009109
96,1640943900.0,0.0,134373554.33333334,524.7174575866667
97,1640944200.0,0.0,159100404.83333334,524.92681672
98,1640944500.0,0.0,159100404.83333334,525.0021665099999
99,1640944800.0,0.0,159100404.83333334,525.0938664466667
100,1640945100.0,0.0,183827255.33333334,524.9953615649999
