,close,SMA 7,SMA 25,SMA 99,EMA 7,EMA 25,EMA 99,bband upper,bband middle,bband lower,ADX 14,K,D,J,MOM 7,MOM 25,MOM 99,WMA 7,WMA 25,WMA 99,RSI 6,RSI 12,RSI 24,STCK 10,STCD 7
300,"[28995.747,29064.606]","[28945.036,29011.295]","[28907.458,28971.226]",,"[28951.654,29017.352]","[28919.782,28982.303]",,"[29053.66,29123.207]","[28950.948,29016.677]","[28909.792,28973.764]","[24.726,25.933]","[60.107,61.876]","[56.304,57.921]","[65.163,67.932]",58.569999999999716,120.47999999999956,154.8199999999997,29013.24142857201,28984.36889230785,28966.714282828252,55.6879990494483,57.50267498083809,54.81282713740744,51.669624132925904,56.68501868129487
301,"[28995.747,29064.606]","[29011.295,29077.554]","[28971.226,29034.993]","[28967.662,29025.695]","[28951.654,29017.352]","[28919.782,28982.303]","[28947.051,29004.998]","[29053.66,29123.207]","[28950.948,29016.677]","[28909.792,28973.764]","[24.726,25.933]","[60.107,61.876]","[57.921,59.538]","[65.163,67.932]",75.65999999999985,116.77000000000044,172.8600000000006,29017.700357143436,28988.181876923238,28967.735044444413,60.44988083619529,59.862324358509476,55.97750512146619,61.03403774802562,65.40416693101282
302,"[28995.747,29064.606]","[29011.295,29077.554]","[28971.226,29034.993]","[28967.662,29025.695]","[28951.654,29017.352]","[28919.782,28982.303]","[28947.051,29004.998]","[29053.66,29123.207]","[28950.948,29016.677]","[28909.792,28973.764]","[24.726,25.933]","[56.569,58.338]","[56.304,57.921]","[51.318,54.087]",28.51000000000204,91.65000000000146,174.5600000000013,29015.427142857723,28990.39556923093,28968.398484848447,51.27004327741792,55.2183414003174,53.96239790209235,48.031940635588896,66.45194102731786
303,"[28995.747,29064.606]","[29011.295,29077.554]","[28971.226,29034.993]","[28967.662,29025.695]","[28951.654,29017.352]","[28982.303,29044.824]","[28947.051,29004.998]","[29053.66,29123.207]","[28950.948,29016.677]","[28909.792,28973.764]","[25.933,27.14]","[61.876,63.645]","[57.921,59.538]","[67.932,70.701]",48.45000000000073,116.14000000000307,184.8199999999997,29020.193214286293,28994.806492307856,28969.671260606032,64.28333052071729,61.69915111421303,57.17846792367877,74.02806904339636,68.91147543691476
304,"[28995.747,29064.606]","[29011.295,29077.554]","[28971.226,29034.993]","[28967.662,29025.695]","[28951.654,29017.352]","[28982.303,29044.824]","[28947.051,29004.998]","[29053.66,29123.207]","[28950.948,29016.677]","[28909.792,28973.764]","[25.933,27.14]","[51.263,53.031]","[56.304,57.921]","[40.242,43.011]",-22.630000000001022,69.31000000000131,143.760000000002,29015.468928572005,28996.472369230934,28970.285898989863,49.12273709582765,53.55608622630243,53.427668535186456,48.991772866592854,61.62629917267933
305,"[28995.747,29064.606]","[29011.295,29077.554]","[28971.226,29034.993]","[28967.662,29025.695]","[28951.654,29017.352]","[28982.303,29044.824]","[28947.051,29004.998]","[28984.114,29053.66]","[28950.948,29016.677]","[28973.764,29037.736]","[25.933,27.14]","[45.956,47.725]","[53.07,54.687]","[31.935,34.704]",-34.79000000000087,75.5,218.70000000000076,29014.23035714344,28998.748830769393,28971.085694949463,53.648868669483086,55.75413688376103,54.502233226574894,43.48574502420605,55.59694267289925
306,"[28995.747,29064.606]","[29011.295,29077.554]","[28971.226,29034.993]","[28967.662,29025.695]","[28951.654,29017.352]","[28982.303,29044.824]","[28947.051,29004.998]","[28984.114,29053.66]","[29016.677,29082.406]","[28973.764,29037.736]","[25.933,27.14]","[31.804,33.573]","[44.985,46.602]","[4.246,7.015]",-21.869999999998978,57.06000000000132,171.13999999999942,29010.10178571486,28999.521446154013,28971.51070909088,46.05977555104744,51.63922494056783,52.54951280201169,14.381353830897849,48.80322046880482
307,"[28995.747,29064.606]","[29011.295,29077.554]","[28971.226,29034.993]","[28967.662,29025.695]","[28951.654,29017.352]","[28982.303,29044.824]","[28947.051,29004.998]","[28984.114,29053.66]","[28950.948,29016.677]","[28973.764,29037.736]","[25.933,27.14]","[33.573,35.342]","[41.751,43.368]","[15.322,18.091]",2.290000000000873,48.9900000000016,140.54000000000087,29009.611785714867,29000.99772307709,28972.12974949492,51.72604027005939,54.18963013871113,53.7452584587294,29.357685707282766,45.61580069371295
308,"[28995.747,29064.606]","[28945.036,29011.295]","[28971.226,29034.993]","[28967.662,29025.695]","[28951.654,29017.352]","[28982.303,29044.824]","[28947.051,29004.998]","[28984.114,29053.66]","[28950.948,29016.677]","[28973.764,29037.736]","[25.933,27.14]","[31.804,33.573]","[38.517,40.134]","[18.091,20.86]",-17.470000000001164,26.149999999997817,92.7599999999984,29007.00250000058,29001.696338461705,28972.55739797977,47.46018459171941,52.0542648017326,52.75610059512474,24.74549725920068,40.431723481023674
309,"[28995.747,29064.606]","[28945.036,29011.295]","[28971.226,29034.993]","[28967.662,29025.695]","[28951.654,29017.352]","[28982.303,29044.824]","[28947.051,29004.998]","[28984.114,29053.66]","[28950.948,29016.677]","[28973.764,29037.736]","[24.726,25.933]","[28.266,30.035]","[35.283,36.9]","[15.322,18.091]",-4.020000000000437,47.27000000000044,90.72000000000116,29004.349642857724,29002.109107692475,28972.912907070673,45.969779770922344,51.331360202416064,52.426254503885076,23.12026765275721,36.87291305490485
310,"[28995.747,29064.606]","[28945.036,29011.295]","[28971.226,29034.993]","[28967.662,29025.695]","[28951.654,29017.352]","[28982.303,29044.824]","[28947.051,29004.998]","[28984.114,29053.66]","[28950.948,29016.677]","[28973.764,29037.736]","[24.726,25.933]","[42.418,44.187]","[36.9,38.517]","[51.318,54.087]",-13.319999999999707,51.4900000000016,117.28000000000247,29007.57285714344,29004.140276923248,28973.708688888848,59.18027130104164,56.934546359009644,54.95035271119024,69.89726691219461,36.28279846473317
311,"[28995.747,29064.606]","[28945.036,29011.295]","[28971.226,29034.993]","[28967.662,29025.695]","[28951.654,29017.352]","[28982.303,29044.824]","[28947.051,29004.998]","[28984.114,29053.66]","[28950.948,29016.677]","[28973.764,29037.736]","[24.726,25.933]","[54.8,56.569]","[43.368,44.985]","[76.239,79.008]",22.5,40.110000000000575,102.61000000000057,29012.466785714867,29006.380707692482,28974.576377777736,61.53301937143097,58.03330675197764,55.464341948075116,79.16262841635981,40.592920686128465
312,"[28995.747,29064.606]","[29011.295,29077.554]","[28971.226,29034.993]","[28967.662,29025.695]","[29017.352,29083.051]","[28982.303,29044.824]","[28947.051,29004.998]","[28984.114,29053.66]","[28950.948,29016.677]","[28973.764,29037.736]","[25.933,27.14]","[63.645,65.414]","[49.836,51.453]","[92.853,95.622]",21.670000000001888,34.409999999999854,107.19000000000231,29019.027142857725,29009.25772307709,28975.620937373693,66.34443128965421,60.316295572446755,56.53395143035057,85.25802655909042,46.56038947682623
313,"[28995.747,29064.606]","[29011.295,29077.554]","[28971.226,29034.993]","[28967.662,29025.695]","[29017.352,29083.051]","[28982.303,29044.824]","[28947.051,29004.998]","[28984.114,29053.66]","[28950.948,29016.677]","[28973.764,29037.736]","[27.14,28.348]","[56.569,58.338]","[53.07,54.687]","[65.163,67.932]",18.45999999999913,17.860000000000582,5.700000000000728,29019.87857142915,29010.51040000017,28976.2490424242,51.03866176729171,53.92264383488721,53.838190144835345,41.54485718117163,50.440889955436774
314,"[28995.747,29064.606]","[29011.295,29077.554]","[28971.226,29034.993]","[28967.662,29025.695]","[28951.654,29017.352]","[28982.303,29044.824]","[28947.051,29004.998]","[28984.114,29053.66]","[28950.948,29016.677]","[28973.764,29037.736]","[27.14,28.348]","[49.494,51.263]","[51.453,53.07]","[45.78,48.549]",3.3899999999994184,23.619999999998978,32.909999999999854,29019.160714286292,29011.42812307709,28976.803195959546,48.55974159215528,52.7968341160712,53.348711592460575,36.663537615663465,51.48458308520544
315,"[28995.747,29064.606]","[29011.295,29077.554]","[28971.226,29034.993]","[28967.662,29025.695]","[29017.352,29083.051]","[28982.303,29044.824]","[28947.051,29004.998]","[28984.114,29053.66]","[28950.948,29016.677]","[28973.764,29037.736]","[28.348,29.555]","[51.263,53.031]","[51.453,53.07]","[51.318,54.087]",25.369999999998978,60.28999999999724,71.35999999999694,29021.779285714867,29013.337015384786,28977.62730101005,57.88572493221443,56.556330523515975,54.97176330582072,55.20986992087758,55.83663632258784
316,"[28926.889,28995.747]","[29011.295,29077.554]","[28971.226,29034.993]","[28967.662,29025.695]","[28951.654,29017.352]","[28982.303,29044.824]","[28947.051,29004.998]","[28984.114,29053.66]","[28950.948,29016.677]","[28973.764,29037.736]","[27.14,28.348]","[33.573,35.342]","[44.985,46.602]","[9.784,12.553]",-6.650000000001455,27.31999999999971,14.599999999998545,29014.819285714864,29012.391938461707,28977.743189898934,37.449493635848,46.436204084034536,50.38374941920318,8.689821644092246,53.77514403563571
317,"[28995.747,29064.606]","[29011.295,29077.554]","[28971.226,29034.993]","[28967.662,29025.695]","[28951.654,29017.352]","[28982.303,29044.824]","[28947.051,29004.998]","[28984.114,29053.66]","[28950.948,29016.677]","[28973.764,29037.736]","[27.14,28.348]","[31.804,33.573]","[41.751,43.368]","[15.322,18.091]",-9.210000000002763,47.68999999999868,-21.600000000002183,29013.189285714867,29012.92972307709,28978.263529292886,49.910290609672565,51.94456647279379,52.79764699804343,29.93686683306305,48.06651545290264
318,"[28995.747,29064.606]","[29011.295,29077.554]","[28971.226,29034.993]","[28967.662,29025.695]","[28951.654,29017.352]","[28982.303,29044.824]","[28947.051,29004.998]","[28984.114,29053.66]","[28950.948,29016.677]","[28973.764,29037.736]","[27.14,28.348]","[31.804,33.573]","[38.517,40.134]","[18.091,20.86]",-13.979999999999563,63.77000000000044,-166.70000000000073,29011.890714286295,29013.321538461703,28978.788432323185,49.91616824659936,51.94721294459797,52.798823357637,29.951548964911584,41.03636124555288
319,"[28995.747,29064.606]","[29011.295,29077.554]","[28971.226,29034.993]","[28967.662,29025.695]","[28951.654,29017.352]","[28982.303,29044.824]","[28947.051,29004.998]","[28984.114,29053.66]","[29016.677,29082.406]","[28973.764,29037.736]","[27.14,28.348]","[31.804,33.573]","[35.283,36.9]","[23.628,26.397]",-20.710000000002765,72.39999999999782,-113.51000000000204,29011.878928572,29013.759446154014,28979.410012121163,52.04330442313343,52.83969701431178,53.18233640745015,34.56681350954147,33.79475938133161
320,"[28995.747,29064.606]","[29011.295,29077.554]","[28971.226,29034.993]","[28967.662,29025.695]","[28951.654,29017.352]","[28982.303,29044.824]","[28947.051,29004.998]","[28984.114,29053.66]","[29016.677,29082.406]","[28973.764,29037.736]","[27.14,28.348]","[38.88,40.649]","[36.9,38.517]","[40.242,43.011]",10.430000000000293,52.77000000000044,-68.63999999999942,29015.456785714865,29014.851507692474,28980.28252323228,59.51134457219629,56.06157600590002,54.576101020759936,51.306901615270846,35.18933715763149
321,"[28995.747,29064.606]","[29011.295,29077.554]","[28971.226,29034.993]","[28967.662,29025.695]","[29017.352,29083.051]","[28982.303,29044.824]","[28947.051,29004.998]","[28984.114,29053.66]","[29016.677,29082.406]","[28973.764,29037.736]","[28.348,29.555]","[38.88,40.649]","[36.9,38.517]","[43.011,45.78]",7.8400000000001455,34.25,-46.930000000000284,29017.10464285772,29015.30196923094,28981.04430101005,53.99702803801417,53.867599283926154,53.66506003009367,42.15859030836967,35.97434468516095
322,"[28995.747,29064.606]","[29011.295,29077.554]","[28971.226,29034.993]","[28967.662,29025.695]","[29017.352,29083.051]","[28982.303,29044.824]","[28947.051,29004.998]","[28984.114,29053.66]","[28950.948,29016.677]","[28973.764,29037.736]","[28.348,29.555]","[49.494,51.263]","[41.751,43.368]","[62.394,65.163]",-2.4199999999982538,-2.220000000001164,-66.06999999999971,29019.365000000573,29015.921661538632,28981.886959595908,56.752609489145776,54.969251739419526,54.12298480585594,47.40088105726803,34.85877484750244
323,"[28995.747,29064.606]","[29011.295,29077.554]","[28971.226,29034.993]","[28967.662,29025.695]","[29017.352,29083.051]","[28982.303,29044.824]","[28947.051,29004.998]","[28984.114,29053.66]","[28950.948,29016.677]","[28973.764,29037.736]","[28.348,29.555]","[49.494,51.263]","[43.368,44.985]","[59.625,62.394]",25.560000000001306,-31.79999999999927,-27.079999999998112,29020.034285714857,29016.0320307694,28982.608765656514,49.99779036274148,52.40334748826102,53.09386116158298,51.635702746367855,40.9939007192561
324,"[28926.889,28995.747]","[29011.295,29077.554]","[28971.226,29034.993]","[28967.662,29025.695]","[28951.654,29017.352]","[28982.303,29044.824]","[28947.051,29004.998]","[28984.114,29053.66]","[28950.948,29016.677]","[28973.764,29037.736]","[25.933,27.14]","[40.649,42.418]","[43.368,44.985]","[34.704,37.473]",-32.979999999999556,-40.52000000000044,-98.5,29010.248214286283,29013.304092307866,28982.57264242419,27.585403338717466,40.63303308851304,47.70905943097231,23.704249570129804,40.10352682455136
325,"[28995.747,29064.606]","[29011.295,29077.554]","[28971.226,29034.993]","[28967.662,29025.695]","[28951.654,29017.352]","[28982.303,29044.824]","[28947.051,29004.998]","[28984.114,29053.66]","[28950.948,29016.677]","[28973.764,29037.736]","[24.726,25.933]","[42.418,44.187]","[43.368,44.985]","[40.242,43.011]",-14.950000000000728,-9.75,-78.880000000001,29006.150000000565,29012.08852307709,28982.917218181767,42.26386732766882,46.79455563636635,50.19994080549714,45.860967821175315,42.37630094687476
326,"[28995.747,29064.606]","[28945.036,29011.295]","[28971.226,29034.993]","[28967.662,29025.695]","[28951.654,29017.352]","[28982.303,29044.824]","[28947.051,29004.998]","[28984.114,29053.66]","[28950.948,29016.677]","[28973.764,29037.736]","[23.519,24.726]","[47.725,49.494]","[43.368,44.985]","[51.318,54.087]",-8.779999999998836,-12.040000000000873,-65.15000000000146,29004.91571428628,29011.619876923247,28983.46412929288,48.709322029142655,49.734768722074776,51.446771512348874,57.30778678457487,45.62501141473667
327,"[28926.889,28995.747]","[28945.036,29011.295]","[28971.226,29034.993]","[28967.662,29025.695]","[28951.654,29017.352]","[28982.303,29044.824]","[28947.051,29004.998]","[28984.114,29053.66]","[28950.948,29016.677]","[28909.792,28973.764]","[22.312,23.519]","[33.573,35.342]","[40.134,41.751]","[20.86,23.628]",-58.67000000000189,-34.41000000000349,-126.04000000000087,28994.37250000056,29008.22750769248,28983.25440202016,31.35967436866473,39.820695317783155,46.436591089480885,10.034389584866656,39.728938267536066
328,"[28926.889,28995.747]","[28945.036,29011.295]","[28971.226,29034.993]","[28967.662,29025.695]","[28951.654,29017.352]","[28982.303,29044.824]","[28947.051,29004.998]","[28984.114,29053.66]","[28950.948,29016.677]","[28909.792,28973.764]","[21.104,22.312]","[28.266,30.035]","[36.9,38.517]","[12.553,15.322]",-44.959999999999134,-59.159999999999854,-67.88999999999942,28987.794642857716,29005.51640000017,28983.219737373693,36.62395061391013,42.26078155861567,47.473898546588174,19.221321542620718,36.4521855867148
329,"[28926.889,28995.747]","[28945.036,29011.295]","[28971.226,29034.993]","[28967.662,29025.695]","[28951.654,29017.352]","[28982.303,29044.824]","[28947.051,29004.998]","[28984.114,29053.66]","[28950.948,29016.677]","[28909.792,28973.764]","[19.897,21.104]","[30.035,31.804]","[35.283,36.9]","[20.86,23.628]",-37.349999999998545,-16.93999999999869,-12.7699999999968,28985.617500000568,29003.847323077094,28983.422387878734,44.28755389285457,45.841370321420506,49.01387785175229,32.9525915008626,34.38814422151402
330,"[28926.889,28995.747]","[28945.036,29011.295]","[28971.226,29034.993]","[28967.662,29025.695]","[28951.654,29017.352]","[28982.303,29044.824]","[28947.051,29004.998]","[28984.114,29053.66]","[28950.948,29016.677]","[28909.792,28973.764]","[18.69,19.897]","[31.804,33.573]","[33.666,35.283]","[26.397,29.166]",-28.69000000000233,-25.70000000000073,-15.12000000000262,28985.261785714847,29002.38036923094,28983.666618181767,45.6627960964768,46.47296447852087,49.28449584986971,35.347580447063926,32.06126960732774
331,"[28995.747,29064.606]","[28945.036,29011.295]","[28971.226,29034.993]","[28967.662,29025.695]","[28951.654,29017.352]","[28982.303,29044.824]","[28947.051,29004.998]","[28984.114,29053.66]","[28950.948,29016.677]","[28909.792,28973.764]","[18.69,19.897]","[42.418,44.187]","[36.9,38.517]","[51.318,54.087]",31.75,13.099999999998545,6.7299999999995626,28991.498214286275,29002.705569230944,28984.359303030247,59.398144915139866,53.26345581391735,52.30151646817502,62.69958241218419,37.63203144190694
332,"[28995.747,29064.606]","[28945.036,29011.295]","[28971.226,29034.993]","[28967.662,29025.695]","[28951.654,29017.352]","[28982.303,29044.824]","[28947.051,29004.998]","[28984.114,29053.66]","[28950.948,29016.677]","[28909.792,28973.764]","[17.483,18.69]","[58.338,60.107]","[43.368,44.985]","[84.546,87.315]",22.79999999999927,10.759999999998401,22.31999999999971,28998.87321428627,29003.689692307868,28985.23242828278,63.871352223701,55.76237405356179,53.48021383343653,73.86391549987805,41.63245253886447
333,"[28995.747,29064.606]","[28945.036,29011.295]","[28971.226,29034.993]","[28967.662,29025.695]","[28951.654,29017.352]","[28982.303,29044.824]","[28947.051,29004.998]","[28984.114,29053.66]","[28950.948,29016.677]","[28909.792,28973.764]","[18.69,19.897]","[63.645,65.414]","[49.836,51.453]","[92.853,95.622]",17.770000000000433,23.20000000000073,4.43999999999869,29006.50642857198,29004.97070769248,28986.18684444439,65.99319699860044,56.94752998211647,54.03953209228733,80.53750000000036,44.950982998210975
334,"[28995.747,29064.606]","[28945.036,29011.295]","[28971.226,29034.993]","[28967.662,29025.695]","[28951.654,29017.352]","[28982.303,29044.824]","[28947.051,29004.998]","[28984.114,29053.66]","[28950.948,29016.677]","[28909.792,28973.764]","[18.69,19.897]","[61.876,63.645]","[54.687,56.304]","[76.239,79.008]",41.25,10.859999999996944,22.169999999998254,29009.75250000055,29005.02572307709,28986.840163636312,52.93919001257662,51.66444705378379,51.76714503387721,57.42725880551162,51.72139288687454
335,"[28926.889,28995.747]","[28945.036,29011.295]","[28971.226,29034.993]","[28967.662,29025.695]","[28951.654,29017.352]","[28982.303,29044.824]","[28947.051,29004.998]","[28984.114,29053.66]","[28950.948,29016.677]","[28909.792,28973.764]","[17.483,18.69]","[53.031,54.8]","[53.07,54.687]","[48.549,51.318]",17.0,-28.840000000000142,-4.1299999999973815,29007.332857143407,29003.75732307709,28987.15360404035,41.84245032231612,46.41610468285218,49.34792484575416,34.0804677711299,53.84412806237585
336,"[28995.747,29064.606]","[28945.036,29011.295]","[28971.226,29034.993]","[28967.662,29025.695]","[28951.654,29017.352]","[28982.303,29044.824]","[28947.051,29004.998]","[28984.114,29053.66]","[28950.948,29016.677]","[28909.792,28973.764]","[16.276,17.483]","[53.031,54.8]","[53.07,54.687]","[51.318,54.087]",21.719999999997526,-17.720000000001164,67.32999999999811,29008.281071429123,29003.800738461705,28987.78587878782,53.041426264056476,51.5109040064509,51.586319948170726,56.21606571070589,57.1674815209249
337,"[28995.747,29064.606]","[29011.295,29077.554]","[28971.226,29034.993]","[28967.662,29025.695]","[28951.654,29017.352]","[28982.303,29044.824]","[28947.051,29004.998]","[28984.114,29053.66]","[28950.948,29016.677]","[28909.792,28973.764]","[16.276,17.483]","[67.183,68.952]","[57.921,59.538]","[87.315,90.084]",49.63999999999942,2.2699999999967986,74.60999999999694,29015.921071429122,29006.196369230936,28989.001951515096,67.2557591452008,59.418546978756396,55.44597058537138,97.80036196575008,66.08930745216578
338,"[29064.606,29133.464]","[29011.295,29077.554]","[28971.226,29034.993]","[28967.662,29025.695]","[29017.352,29083.051]","[28982.303,29044.824]","[28947.051,29004.998]","[29053.66,29123.207]","[29016.677,29082.406]","[28909.792,28973.764]","[18.69,19.897]","[74.259,76.028]","[62.772,64.389]","[92.853,95.622]",88.94000000000233,83.58000000000176,142.760000000002,29037.180714286264,29013.321169230938,28991.434351515094,81.27544470638635,70.30724497339061,61.96753400657575,86.09196171608403,69.43107592415147
339,"[29064.606,29133.464]","[29011.295,29077.554]","[28971.226,29034.993]","[28967.662,29025.695]","[29017.352,29083.051]","[28982.303,29044.824]","[28947.051,29004.998]","[29053.66,29123.207]","[29016.677,29082.406]","[28909.792,28973.764]","[19.897,21.104]","[72.49,74.259]","[66.007,67.624]","[81.777,84.546]",59.88000000000102,67.25,137.2400000000016,29050.27142857198,29018.652646154012,28993.43851111105,69.66593280836105,64.21109160079074,59.042558585409814,72.72605581955689,69.26852454124845
340,"[29064.606,29133.464]","[29011.295,29077.554]","[28971.226,29034.993]","[28967.662,29025.695]","[29017.352,29083.051]","[28982.303,29044.824]","[28947.051,29004.998]","[29053.66,29123.207]","[29016.677,29082.406]","[28909.792,28973.764]","[21.104,22.312]","[68.952,70.721]","[67.624,69.241]","[73.47,76.239]",50.680000000000284,48.510000000002044,132.70999999999913,29059.996071429126,29023.39950769248,28995.316745454482,66.84864081331007,62.75169525105997,58.33610719344156,65.67433468651353,67.14521521075032
341,"[29064.606,29133.464]","[29011.295,29077.554]","[28971.226,29034.993]","[28967.662,29025.695]","[29017.352,29083.051]","[28982.303,29044.824]","[28947.051,29004.998]","[29053.66,29123.207]","[29016.677,29082.406]","[28909.792,28973.764]","[23.519,24.726]","[74.259,76.028]","[69.241,70.858]","[81.777,84.546]",90.58000000000177,108.09000000000015,150.9300000000003,29074.13321428627,29029.91172307709,28997.66596969691,73.3937841913477,66.91064327021067,60.816106253840296,84.38580664561692,70.99643633076538
342,"[29064.606,29133.464]","[29011.295,29077.554]","[28971.226,29034.993]","[28967.662,29025.695]","[29017.352,29083.051]","[28982.303,29044.824]","[28947.051,29004.998]","[29123.207,29192.753]","[29016.677,29082.406]","[28909.792,28973.764]","[24.726,25.933]","[76.028,77.796]","[72.475,74.092]","[87.315,90.084]",105.43999999999869,85.81000000000131,154.77999999999884,29084.557857143413,29035.9444307694,28999.946503030238,72.0832691285627,66.29101859503376,60.52761205287756,82.9499323410012,77.97778841217556
343,"[29064.606,29133.464]","[29077.554,29143.812]","[28971.226,29034.993]","[28967.662,29025.695]","[29017.352,29083.051]","[28982.303,29044.824]","[28947.051,29004.998]","[29123.207,29192.753]","[29016.677,29082.406]","[28973.764,29037.736]","[25.933,27.14]","[76.028,77.796]","[74.092,75.709]","[81.777,84.546]",81.61000000000058,77.869999999999,111.27999999999884,29089.23428571484,29041.103107692477,29002.0371676767,66.19448529864606,63.622485982422894,59.308733727630006,76.98842279356452,80.9452679954411
344,"[29064.606,29133.464]","[29077.554,29143.812]","[28971.226,29034.993]","[28967.662,29025.695]","[29083.051,29148.749]","[28982.303,29044.824]","[28947.051,29004.998]","[29123.207,29192.753]","[29016.677,29082.406]","[28973.764,29037.736]","[27.14,28.348]","[79.565,81.334]","[75.709,77.326]","[84.546,87.315]",62.61000000000058,85.59000000000015,107.77999999999884,29093.713571429125,29046.858338461698,29004.322751515083,70.19907872903607,65.68791309390505,60.44797395394989,85.1601262967963,79.13952004273341
345,"[29064.606,29133.464]","[29077.554,29143.812]","[28971.226,29034.993]","[28967.662,29025.695]","[29017.352,29083.051]","[29044.824,29107.345]","[28947.051,29004.998]","[29123.207,29192.753]","[29016.677,29082.406]","[28973.764,29037.736]","[29.555,30.762]","[65.414,67.183]","[72.475,74.092]","[54.087,56.856]",-31.710000000002765,41.43999999999869,-1.5,29087.76928571484,29049.830984615543,29005.93156161609,49.14917491154189,55.35738056551223,55.557799955339746,47.218146246025285,73.58611783272502
346,"[28995.747,29064.606]","[29077.554,29143.812]","[28971.226,29034.993]","[28967.662,29025.695]","[29017.352,29083.051]","[29044.824,29107.345]","[28947.051,29004.998]","[29053.66,29123.207]","[29016.677,29082.406]","[28973.764,29037.736]","[29.555,30.762]","[47.725,49.494]","[64.389,66.007]","[15.322,18.091]",-32.979999999999556,26.43000000000029,9.06000000000131,29077.647500000552,29051.04227692324,29007.115874747404,39.849530093502956,49.814623247559815,52.67399782518861,26.352184033959514,66.9612790062111
347,"[28995.747,29064.606]","[29011.295,29077.554]","[28971.226,29034.993]","[28967.662,29025.695]","[29017.352,29083.051]","[28982.303,29044.824]","[28947.051,29004.998]","[29123.207,29192.753]","[29016.677,29082.406]","[28973.764,29037.736]","[30.762,31.969]","[31.804,33.573]","[53.07,54.687]","[-12.368,-9.599]",-43.77999999999884,7.150000000001455,17.640000000003056,29064.77607142912,29050.963784615542,29007.98415757568,34.11951350682889,46.090913024712435,50.645087632775905,0.9640102827769376,57.71694694853444
348,"[28995.747,29064.606]","[29011.295,29077.554]","[28971.226,29034.993]","[28967.662,29025.695]","[29017.352,29083.051]","[28982.303,29044.824]","[28947.051,29004.998]","[29123.207,29192.753]","[29016.677,29082.406]","[28973.764,29037.736]","[29.555,30.762]","[21.191,22.96]","[43.368,44.985]","[-20.675,-17.906]",-101.20999999999913,-18.680000000000287,3.4700000000011633,29045.333214286264,29048.36021538477,29008.198076767596,25.135920349323406,39.430761421897,46.75284955019485,0.5996427660132152,45.74749496573392
349,"[28995.747,29064.606]","[29011.295,29077.554]","[28971.226,29034.993]","[28967.662,29025.695]","[29017.352,29083.051]","[28982.303,29044.824]","[28947.051,29004.998]","[29123.207,29192.753]","[29016.677,29082.406]","[28973.764,29037.736]","[28.348,29.555]","[22.96,24.729]","[36.9,38.517]","[-4.061,-1.292]",-62.0099999999984,56.78000000000248,16.080000000001746,29038.82750000054,29048.68258461554,29009.157094949413,45.03690303813757,48.69829193061144,51.234452861375615,26.291897270071587,37.65348995560112
350,"[28995.747,29064.606]","[29011.295,29077.554]","[29034.993,29098.761]","[28967.662,29025.695]","[29017.352,29083.051]","[28982.303,29044.824]","[28947.051,29004.998]","[29123.207,29192.753]","[29016.677,29082.406]","[28973.764,29037.736]","[28.348,29.555]","[21.191,22.96]","[30.432,32.049]","[-1.292,1.477]",-68.0099999999984,24.810000000001306,33.94000000000233,29031.05392857197,29047.758707692472,29009.834264646383,40.241598091118504,45.84001716091433,49.60695019926658,17.62950065294568,29.17364393551271
351,"[28995.747,29064.606]","[29011.295,29077.554]","[29034.993,29098.761]","[28967.662,29025.695]","[29017.352,29083.051]","[28982.303,29044.824]","[28947.051,29004.998]","[29053.66,29123.207]","[29016.677,29082.406]","[28973.764,29037.736]","[25.933,27.14]","[21.191,22.96]","[27.197,28.814]","[7.015,9.784]",-78.52999999999885,15.840000000000146,22.5099999999984,29025.79678571483,29046.785415384777,29010.511577777685,40.43282670510271,45.927008523299506,49.64888446427091,20.84955964292092,19.98642012781622
352,"[28995.747,29064.606]","[29011.295,29077.554]","[29034.993,29098.761]","[28967.662,29025.695]","[29017.352,29083.051]","[28982.303,29044.824]","[28947.051,29004.998]","[29053.66,29123.207]","[29016.677,29082.406]","[28973.764,29037.736]","[24.726,25.933]","[19.422,21.191]","[23.963,25.58]","[7.015,9.784]",-54.47999999999956,45.63000000000102,18.0099999999984,29021.169285714823,29045.094153846312,29011.01034343425,36.90971029555518,44.01014927240584,48.599901593527214,15.637169732190143,15.474852054411206
353,"[28995.747,29064.606]","[29011.295,29077.554]","[29034.993,29098.761]","[28967.662,29025.695]","[29017.352,29083.051]","[28982.303,29044.824]","[28947.051,29004.998]","[29053.66,29123.207]","[29016.677,29082.406]","[28973.764,29037.736]","[23.519,24.726]","[17.653,19.422]","[22.346,23.963]","[7.015,9.784]",-32.31999999999971,39.06999999999971,38.52000000000044,29018.717500000537,29043.333261538617,29011.523870706984,37.59967922137318,44.27843803614424,48.719455428147135,16.188364987119087,14.02287790486257
354,"[28995.747,29064.606]","[29011.295,29077.554]","[29034.993,29098.761]","[28967.662,29025.695]","[29017.352,29083.051]","[28982.303,29044.824]","[28947.051,29004.998]","[29053.66,29123.207]","[29016.677,29082.406]","[28973.764,29037.736]","[22.312,23.519]","[14.115,15.884]","[19.112,20.729]","[4.246,7.015]",-35.04000000000087,9.459999999999127,18.930000000000287,29012.812500000542,29040.034461538617,29011.661016161524,29.77256008159559,40.0812318525863,46.460516413684864,5.146486130249927,14.620374454501569
