,close,SMA 7,SMA 25,SMA 99,EMA 7,EMA 25,EMA 99,bband upper,bband middle,bband lower,ADX 14,K,D,J,MOM 7,MOM 25,MOM 99,WMA 7,WMA 25,WMA 99,RSI 6,RSI 12,RSI 24,STCK 10,STCD 7
319,"[28997.138,29031.915]","[28979.169,29012.633]","[29004.076,29036.281]","[28967.662,28996.972]","[28985.499,29018.68]","[28982.935,29014.511]","[28947.051,28976.317]","[29019.941,29055.065]","[28984.808,29018.005]","[28975.057,29007.366]","[27.323,27.933]","[32.072,32.966]","[36.361,37.177]","[24.076,25.474]",-20.710000000002765,72.39999999999782,-113.51000000000204,29011.878928572,29013.759446154014,28979.410012121163,52.04330442313343,52.83969701431178,53.18233640745015,34.56681350954147,33.79475938133161
320,"[28997.138,29031.915]","[29012.633,29046.097]","[29004.076,29036.281]","[28967.662,28996.972]","[28985.499,29018.68]","[28982.935,29014.511]","[28947.051,28976.317]","[29019.941,29055.065]","[28984.808,29018.005]","[28975.057,29007.366]","[27.933,28.543]","[38.326,39.22]","[37.177,37.994]","[40.858,42.256]",10.430000000000293,52.77000000000044,-68.63999999999942,29015.456785714865,29014.851507692474,28980.28252323228,59.51134457219629,56.06157600590002,54.576101020759936,51.306901615270846,35.18933715763149
321,"[28997.138,29031.915]","[29012.633,29046.097]","[29004.076,29036.281]","[28967.662,28996.972]","[28985.499,29018.68]","[28982.935,29014.511]","[28947.051,28976.317]","[29019.941,29055.065]","[28984.808,29018.005]","[28975.057,29007.366]","[28.543,29.152]","[39.22,40.113]","[37.994,38.811]","[42.256,43.655]",7.8400000000001455,34.25,-46.930000000000284,29017.10464285772,29015.30196923094,28981.04430101005,53.99702803801417,53.867599283926154,53.66506003009367,42.15859030836967,35.97434468516095
322,"[28997.138,29031.915]","[29012.633,29046.097]","[29004.076,29036.281]","[28967.662,28996.972]","[29018.68,29051.861]","[28982.935,29014.511]","[28947.051,28976.317]","[29019.941,29055.065]","[28984.808,29018.005]","[28975.057,29007.366]","[27.933,28.543]","[49.047,49.94]","[42.078,42.894]","[64.632,66.03]",-2.4199999999982538,-2.220000000001164,-66.06999999999971,29019.365000000573,29015.921661538632,28981.886959595908,56.752609489145776,54.969251739419526,54.12298480585594,47.40088105726803,34.85877484750244
323,"[28997.138,29031.915]","[29012.633,29046.097]","[29004.076,29036.281]","[28967.662,28996.972]","[29018.68,29051.861]","[28982.935,29014.511]","[28947.051,28976.317]","[29019.941,29055.065]","[28984.808,29018.005]","[28975.057,29007.366]","[28.543,29.152]","[49.94,50.834]","[44.528,45.344]","[60.436,61.835]",25.560000000001306,-31.79999999999927,-27.079999999998112,29020.034285714857,29016.0320307694,28982.608765656514,49.99779036274148,52.40334748826102,53.09386116158298,51.635702746367855,40.9939007192561
324,"[28962.361,28997.138]","[29012.633,29046.097]","[29004.076,29036.281]","[28967.662,28996.972]","[28985.499,29018.68]","[28982.935,29014.511]","[28947.051,28976.317]","[29019.941,29055.065]","[28984.808,29018.005]","[28975.057,29007.366]","[26.714,27.323]","[41.006,41.9]","[43.711,44.528]","[36.662,38.061]",-32.979999999999556,-40.52000000000044,-98.5,29010.248214286283,29013.304092307866,28982.57264242419,27.585403338717466,40.63303308851304,47.70905943097231,23.704249570129804,40.10352682455136
325,"[28997.138,29031.915]","[28979.169,29012.633]","[29004.076,29036.281]","[28967.662,28996.972]","[28985.499,29018.68]","[28982.935,29014.511]","[28947.051,28976.317]","[29019.941,29055.065]","[28984.808,29018.005]","[28975.057,29007.366]","[24.884,25.494]","[42.793,43.687]","[42.894,43.711]","[40.858,42.256]",-14.950000000000728,-9.75,-78.880000000001,29006.150000000565,29012.08852307709,28982.917218181767,42.26386732766882,46.79455563636635,50.19994080549714,45.860967821175315,42.37630094687476
326,"[28997.138,29031.915]","[28979.169,29012.633]","[29004.076,29036.281]","[28967.662,28996.972]","[28985.499,29018.68]","[28982.935,29014.511]","[28947.051,28976.317]","[29019.941,29055.065]","[28984.808,29018.005]","[28975.057,29007.366]","[24.275,24.884]","[47.26,48.154]","[44.528,45.344]","[52.045,53.444]",-8.779999999998836,-12.040000000000873,-65.15000000000146,29004.91571428628,29011.619876923247,28983.46412929288,48.709322029142655,49.734768722074776,51.446771512348874,57.30778678457487,45.62501141473667
327,"[28962.361,28997.138]","[28979.169,29012.633]","[29004.076,29036.281]","[28967.662,28996.972]","[28985.499,29018.68]","[28982.935,29014.511]","[28947.051,28976.317]","[29019.941,29055.065]","[28984.808,29018.005]","[28942.747,28975.057]","[22.446,23.055]","[34.753,35.646]","[41.261,42.078]","[21.279,22.678]",-58.67000000000189,-34.41000000000349,-126.04000000000087,28994.37250000056,29008.22750769248,28983.25440202016,31.35967436866473,39.820695317783155,46.436591089480885,10.034389584866656,39.728938267536066
328,"[28962.361,28997.138]","[28979.169,29012.633]","[29004.076,29036.281]","[28967.662,28996.972]","[28985.499,29018.68]","[28982.935,29014.511]","[28947.051,28976.317]","[29019.941,29055.065]","[28984.808,29018.005]","[28942.747,28975.057]","[21.226,21.836]","[29.392,30.286]","[37.177,37.994]","[12.888,14.287]",-44.959999999999134,-59.159999999999854,-67.88999999999942,28987.794642857716,29005.51640000017,28983.219737373693,36.62395061391013,42.26078155861567,47.473898546588174,19.221321542620718,36.4521855867148
329,"[28962.361,28997.138]","[28979.169,29012.633]","[29004.076,29036.281]","[28967.662,28996.972]","[28985.499,29018.68]","[28982.935,29014.511]","[28947.051,28976.317]","[29019.941,29055.065]","[28984.808,29018.005]","[28942.747,28975.057]","[20.007,20.617]","[30.286,31.179]","[34.727,35.544]","[21.279,22.678]",-37.349999999998545,-16.93999999999869,-12.7699999999968,28985.617500000568,29003.847323077094,28983.422387878734,44.28755389285457,45.841370321420506,49.01387785175229,32.9525915008626,34.38814422151402
330,"[28962.361,28997.138]","[28979.169,29012.633]","[29004.076,29036.281]","[28967.662,28996.972]","[28985.499,29018.68]","[28982.935,29014.511]","[28947.051,28976.317]","[29019.941,29055.065]","[28984.808,29018.005]","[28942.747,28975.057]","[18.788,19.397]","[32.072,32.966]","[33.911,34.727]","[28.271,29.67]",-28.69000000000233,-25.70000000000073,-15.12000000000262,28985.261785714847,29002.38036923094,28983.666618181767,45.6627960964768,46.47296447852087,49.28449584986971,35.347580447063926,32.06126960732774
331,"[28997.138,29031.915]","[28979.169,29012.633]","[29004.076,29036.281]","[28967.662,28996.972]","[28985.499,29018.68]","[28982.935,29014.511]","[28947.051,28976.317]","[29019.941,29055.065]","[28984.808,29018.005]","[28942.747,28975.057]","[18.178,18.788]","[41.9,42.793]","[36.361,37.177]","[52.045,53.444]",31.75,13.099999999998545,6.7299999999995626,28991.498214286275,29002.705569230944,28984.359303030247,59.398144915139866,53.26345581391735,52.30151646817502,62.69958241218419,37.63203144190694
332,"[28997.138,29031.915]","[28979.169,29012.633]","[29004.076,29036.281]","[28967.662,28996.972]","[28985.499,29018.68]","[28982.935,29014.511]","[28947.051,28976.317]","[29019.941,29055.065]","[28984.808,29018.005]","[28942.747,28975.057]","[18.178,18.788]","[57.981,58.874]","[43.711,44.528]","[87.007,88.405]",22.79999999999927,10.759999999998401,22.31999999999971,28998.87321428627,29003.689692307868,28985.23242828278,63.871352223701,55.76237405356179,53.48021383343653,73.86391549987805,41.63245253886447
333,"[28997.138,29031.915]","[28979.169,29012.633]","[29004.076,29036.281]","[28967.662,28996.972]","[28985.499,29018.68]","[28982.935,29014.511]","[28976.317,29005.583]","[29019.941,29055.065]","[28984.808,29018.005]","[28942.747,28975.057]","[18.788,19.397]","[65.128,66.021]","[51.061,51.878]","[92.601,93.999]",17.770000000000433,23.20000000000073,4.43999999999869,29006.50642857198,29004.97070769248,28986.18684444439,65.99319699860044,56.94752998211647,54.03953209228733,80.53750000000036,44.950982998210975
334,"[28997.138,29031.915]","[28979.169,29012.633]","[29004.076,29036.281]","[28967.662,28996.972]","[28985.499,29018.68]","[28982.935,29014.511]","[28976.317,29005.583]","[29019.941,29055.065]","[28984.808,29018.005]","[28942.747,28975.057]","[18.788,19.397]","[62.448,63.341]","[54.328,55.145]","[77.218,78.616]",41.25,10.859999999996944,22.169999999998254,29009.75250000055,29005.02572307709,28986.840163636312,52.93919001257662,51.66444705378379,51.76714503387721,57.42725880551162,51.72139288687454
335,"[28962.361,28997.138]","[28979.169,29012.633]","[29004.076,29036.281]","[28967.662,28996.972]","[28985.499,29018.68]","[28982.935,29014.511]","[28976.317,29005.583]","[29019.941,29055.065]","[28984.808,29018.005]","[28942.747,28975.057]","[17.568,18.178]","[52.62,53.514]","[54.328,55.145]","[49.248,50.647]",17.0,-28.840000000000142,-4.1299999999973815,29007.332857143407,29003.75732307709,28987.15360404035,41.84245032231612,46.41610468285218,49.34792484575416,34.0804677711299,53.84412806237585
336,"[28997.138,29031.915]","[28979.169,29012.633]","[29004.076,29036.281]","[28967.662,28996.972]","[28985.499,29018.68]","[28982.935,29014.511]","[28976.317,29005.583]","[29019.941,29055.065]","[28984.808,29018.005]","[28942.747,28975.057]","[16.958,17.568]","[53.514,54.407]","[53.511,54.328]","[53.444,54.842]",21.719999999997526,-17.720000000001164,67.32999999999811,29008.281071429123,29003.800738461705,28987.78587878782,53.041426264056476,51.5109040064509,51.586319948170726,56.21606571070589,57.1674815209249
337,"[29031.915,29066.692]","[29012.633,29046.097]","[29004.076,29036.281]","[28967.662,28996.972]","[28985.499,29018.68]","[28982.935,29014.511]","[28976.317,29005.583]","[29019.941,29055.065]","[28984.808,29018.005]","[28942.747,28975.057]","[16.958,17.568]","[67.808,68.702]","[58.411,59.228]","[87.007,88.405]",49.63999999999942,2.2699999999967986,74.60999999999694,29015.921071429122,29006.196369230936,28989.001951515096,67.2557591452008,59.418546978756396,55.44597058537138,97.80036196575008,66.08930745216578
338,"[29066.692,29101.469]","[29012.633,29046.097]","[29004.076,29036.281]","[28967.662,28996.972]","[29018.68,29051.861]","[28982.935,29014.511]","[28976.317,29005.583]","[29055.065,29090.19]","[29018.005,29051.201]","[28942.747,28975.057]","[18.788,19.397]","[74.062,74.955]","[64.128,64.945]","[93.999,95.398]",88.94000000000233,83.58000000000176,142.760000000002,29037.180714286264,29013.321169230938,28991.434351515094,81.27544470638635,70.30724497339061,61.96753400657575,86.09196171608403,69.43107592415147
339,"[29066.692,29101.469]","[29012.633,29046.097]","[29004.076,29036.281]","[28967.662,28996.972]","[29018.68,29051.861]","[29014.511,29046.087]","[28976.317,29005.583]","[29090.19,29125.314]","[29018.005,29051.201]","[28942.747,28975.057]","[20.617,21.226]","[72.275,73.169]","[66.578,67.395]","[82.812,84.21]",59.88000000000102,67.25,137.2400000000016,29050.27142857198,29018.652646154012,28993.43851111105,69.66593280836105,64.21109160079074,59.042558585409814,72.72605581955689,69.26852454124845
340,"[29066.692,29101.469]","[29012.633,29046.097]","[29004.076,29036.281]","[28967.662,28996.972]","[29051.861,29085.042]","[29014.511,29046.087]","[28976.317,29005.583]","[29090.19,29125.314]","[29018.005,29051.201]","[28942.747,28975.057]","[21.836,22.446]","[69.595,70.488]","[67.395,68.212]","[74.421,75.819]",50.680000000000284,48.510000000002044,132.70999999999913,29059.996071429126,29023.39950769248,28995.316745454482,66.84864081331007,62.75169525105997,58.33610719344156,65.67433468651353,67.14521521075032
341,"[29066.692,29101.469]","[29046.097,29079.561]","[29004.076,29036.281]","[28967.662,28996.972]","[29051.861,29085.042]","[29014.511,29046.087]","[28976.317,29005.583]","[29090.19,29125.314]","[29018.005,29051.201]","[28942.747,28975.057]","[23.665,24.275]","[74.955,75.849]","[69.845,70.662]","[84.21,85.609]",90.58000000000177,108.09000000000015,150.9300000000003,29074.13321428627,29029.91172307709,28997.66596969691,73.3937841913477,66.91064327021067,60.816106253840296,84.38580664561692,70.99643633076538
342,"[29066.692,29101.469]","[29046.097,29079.561]","[29004.076,29036.281]","[28967.662,28996.972]","[29051.861,29085.042]","[29014.511,29046.087]","[28976.317,29005.583]","[29125.314,29160.439]","[29051.201,29084.398]","[28942.747,28975.057]","[24.884,25.494]","[77.636,78.529]","[72.295,73.112]","[87.007,88.405]",105.43999999999869,85.81000000000131,154.77999999999884,29084.557857143413,29035.9444307694,28999.946503030238,72.0832691285627,66.29101859503376,60.52761205287756,82.9499323410012,77.97778841217556
343,"[29066.692,29101.469]","[29079.561,29113.025]","[29004.076,29036.281]","[28967.662,28996.972]","[29051.861,29085.042]","[29014.511,29046.087]","[28976.317,29005.583]","[29125.314,29160.439]","[29051.201,29084.398]","[28975.057,29007.366]","[26.104,26.714]","[76.742,77.636]","[73.928,74.745]","[82.812,84.21]",81.61000000000058,77.869999999999,111.27999999999884,29089.23428571484,29041.103107692477,29002.0371676767,66.19448529864606,63.622485982422894,59.308733727630006,76.98842279356452,80.9452679954411
344,"[29066.692,29101.469]","[29079.561,29113.025]","[29004.076,29036.281]","[28967.662,28996.972]","[29051.861,29085.042]","[29014.511,29046.087]","[28976.317,29005.583]","[29125.314,29160.439]","[29051.201,29084.398]","[28975.057,29007.366]","[27.933,28.543]","[79.422,80.316]","[75.562,76.378]","[87.007,88.405]",62.61000000000058,85.59000000000015,107.77999999999884,29093.713571429125,29046.858338461698,29004.322751515083,70.19907872903607,65.68791309390505,60.44797395394989,85.1601262967963,79.13952004273341
345,"[29066.692,29101.469]","[29079.561,29113.025]","[29004.076,29036.281]","[28967.662,28996.972]","[29051.861,29085.042]","[29014.511,29046.087]","[28976.317,29005.583]","[29125.314,29160.439]","[29051.201,29084.398]","[29007.366,29039.675]","[29.762,30.372]","[66.021,66.915]","[73.112,73.928]","[53.444,54.842]",-31.710000000002765,41.43999999999869,-1.5,29087.76928571484,29049.830984615543,29005.93156161609,49.14917491154189,55.35738056551223,55.557799955339746,47.218146246025285,73.58611783272502
346,"[29031.915,29066.692]","[29079.561,29113.025]","[29004.076,29036.281]","[28967.662,28996.972]","[29051.861,29085.042]","[29014.511,29046.087]","[28976.317,29005.583]","[29090.19,29125.314]","[29051.201,29084.398]","[29007.366,29039.675]","[30.372,30.981]","[49.047,49.94]","[64.945,65.762]","[17.084,18.482]",-32.979999999999556,26.43000000000029,9.06000000000131,29077.647500000552,29051.04227692324,29007.115874747404,39.849530093502956,49.814623247559815,52.67399782518861,26.352184033959514,66.9612790062111
347,"[28997.138,29031.915]","[29046.097,29079.561]","[29004.076,29036.281]","[28967.662,28996.972]","[29051.861,29085.042]","[29014.511,29046.087]","[28976.317,29005.583]","[29090.19,29125.314]","[29051.201,29084.398]","[29007.366,29039.675]","[30.981,31.591]","[32.966,33.859]","[54.328,55.145]","[-10.886,-9.487]",-43.77999999999884,7.150000000001455,17.640000000003056,29064.77607142912,29050.963784615542,29007.98415757568,34.11951350682889,46.090913024712435,50.645087632775905,0.9640102827769376,57.71694694853444
348,"[28997.138,29031.915]","[29046.097,29079.561]","[29004.076,29036.281]","[28967.662,28996.972]","[29018.68,29051.861]","[29014.511,29046.087]","[28976.317,29005.583]","[29125.314,29160.439]","[29051.201,29084.398]","[28975.057,29007.366]","[30.372,30.981]","[22.245,23.138]","[42.894,43.711]","[-20.675,-19.276]",-101.20999999999913,-18.680000000000287,3.4700000000011633,29045.333214286264,29048.36021538477,29008.198076767596,25.135920349323406,39.430761421897,46.75284955019485,0.5996427660132152,45.74749496573392
349,"[29031.915,29066.692]","[29046.097,29079.561]","[29004.076,29036.281]","[28967.662,28996.972]","[29018.68,29051.861]","[29014.511,29046.087]","[28976.317,29005.583]","[29125.314,29160.439]","[29051.201,29084.398]","[28975.057,29007.366]","[29.152,29.762]","[23.138,24.032]","[36.361,37.177]","[-3.893,-2.495]",-62.0099999999984,56.78000000000248,16.080000000001746,29038.82750000054,29048.68258461554,29009.157094949413,45.03690303813757,48.69829193061144,51.234452861375615,26.291897270071587,37.65348995560112
350,"[28997.138,29031.915]","[29012.633,29046.097]","[29004.076,29036.281]","[28967.662,28996.972]","[29018.68,29051.861]","[29014.511,29046.087]","[28976.317,29005.583]","[29125.314,29160.439]","[29051.201,29084.398]","[28975.057,29007.366]","[28.543,29.152]","[21.352,22.245]","[31.461,32.277]","[0.302,1.701]",-68.0099999999984,24.810000000001306,33.94000000000233,29031.05392857197,29047.758707692472,29009.834264646383,40.241598091118504,45.84001716091433,49.60695019926658,17.62950065294568,29.17364393551271
351,"[28997.138,29031.915]","[29012.633,29046.097]","[29004.076,29036.281]","[28967.662,28996.972]","[29018.68,29051.861]","[29014.511,29046.087]","[28976.317,29005.583]","[29090.19,29125.314]","[29051.201,29084.398]","[28975.057,29007.366]","[26.714,27.323]","[21.352,22.245]","[28.194,29.01]","[7.294,8.693]",-78.52999999999885,15.840000000000146,22.5099999999984,29025.79678571483,29046.785415384777,29010.511577777685,40.43282670510271,45.927008523299506,49.64888446427091,20.84955964292092,19.98642012781622
352,"[28997.138,29031.915]","[29012.633,29046.097]","[29036.281,29068.487]","[28967.662,28996.972]","[29018.68,29051.861]","[29014.511,29046.087]","[28976.317,29005.583]","[29090.19,29125.314]","[29018.005,29051.201]","[28975.057,29007.366]","[24.884,25.494]","[18.671,19.565]","[24.927,25.744]","[7.294,8.693]",-54.47999999999956,45.63000000000102,18.0099999999984,29021.169285714823,29045.094153846312,29011.01034343425,36.90971029555518,44.01014927240584,48.599901593527214,15.637169732190143,15.474852054411206
353,"[28997.138,29031.915]","[29012.633,29046.097]","[29036.281,29068.487]","[28967.662,28996.972]","[29018.68,29051.861]","[29014.511,29046.087]","[28976.317,29005.583]","[29090.19,29125.314]","[29018.005,29051.201]","[28975.057,29007.366]","[23.665,24.275]","[17.778,18.671]","[22.477,23.294]","[8.693,10.091]",-32.31999999999971,39.06999999999971,38.52000000000044,29018.717500000537,29043.333261538617,29011.523870706984,37.59967922137318,44.27843803614424,48.719455428147135,16.188364987119087,14.02287790486257
