,close,SMA 7,SMA 25,SMA 99,EMA 7,EMA 25,EMA 99,bband upper,bband middle,bband lower,ADX 14,K,D,J,MOM 7,MOM 25,MOM 99,WMA 7,WMA 25,WMA 99,RSI 6,RSI 12,RSI 24,STCK 10,STCD 7
311,"[29023.456,29026.902]","[29008.111,29011.427]","[28996.822,29000.014]","[28982.185,28985.089]","[29010.907,29014.196]","[28994.882,28998.012]","[28958.652,28961.552]","[29032.915,29036.395]","[29010.229,29013.519]","[28986.7,28989.901]","[25.527,25.588]","[55.116,55.204]","[43.887,43.968]","[77.583,77.722]",22.5,40.110000000000575,102.61000000000057,29012.466785714867,29006.380707692482,28974.576377777736,61.53301937143097,58.03330675197764,55.464341948075116,79.16262841635981,40.592920686128465
312,"[29033.795,29037.242]","[29011.427,29014.744]","[29000.014,29003.205]","[28982.185,28985.089]","[29017.484,29020.772]","[28998.012,29001.141]","[28958.652,28961.552]","[29039.876,29043.357]","[29013.519,29016.809]","[28986.7,28989.901]","[26.252,26.313]","[65.209,65.297]","[51.01,51.091]","[93.521,93.659]",21.670000000001888,34.409999999999854,107.19000000000231,29019.027142857725,29009.25772307709,28975.620937373693,66.34443128965421,60.316295572446755,56.53395143035057,85.25802655909042,46.56038947682623
313,"[29013.117,29016.563]","[29014.744,29018.06]","[29000.014,29003.205]","[28982.185,28985.089]","[29017.484,29020.772]","[28998.012,29001.141]","[28961.552,28964.452]","[29036.395,29039.876]","[29010.229,29013.519]","[28986.7,28989.901]","[27.279,27.34]","[57.24,57.329]","[53.114,53.195]","[65.665,65.803]",18.45999999999913,17.860000000000582,5.700000000000728,29019.87857142915,29010.51040000017,28976.2490424242,51.03866176729171,53.92264383488721,53.838190144835345,41.54485718117163,50.440889955436774
314,"[29009.671,29013.117]","[29014.744,29018.06]","[29000.014,29003.205]","[28985.089,28987.994]","[29014.196,29017.484]","[29001.141,29004.27]","[28961.552,28964.452]","[29036.395,29039.876]","[29010.229,29013.519]","[28989.901,28993.103]","[27.884,27.944]","[50.423,50.512]","[52.224,52.305]","[46.817,46.955]",3.3899999999994184,23.619999999998978,32.909999999999854,29019.160714286292,29011.42812307709,28976.803195959546,48.55974159215528,52.7968341160712,53.348711592460575,36.663537615663465,51.48458308520544
315,"[29023.456,29026.902]","[29018.06,29021.376]","[29003.205,29006.397]","[28985.089,28987.994]","[29017.484,29020.772]","[29001.141,29004.27]","[28964.452,28967.353]","[29036.395,29039.876]","[29013.519,29016.809]","[28986.7,28989.901]","[28.609,28.669]","[52.017,52.105]","[52.143,52.224]","[51.667,51.806]",25.369999999998978,60.28999999999724,71.35999999999694,29021.779285714867,29013.337015384786,28977.62730101005,57.88572493221443,56.556330523515975,54.97176330582072,55.20986992087758,55.83663632258784
316,"[28988.992,28992.439]","[29018.06,29021.376]","[29003.205,29006.397]","[28985.089,28987.994]","[29010.907,29014.196]","[29001.141,29004.27]","[28964.452,28967.353]","[29039.876,29043.357]","[29013.519,29016.809]","[28986.7,28989.901]","[28.065,28.125]","[34.664,34.753]","[46.315,46.396]","[11.339,11.477]",-6.650000000001455,27.31999999999971,14.599999999998545,29014.819285714864,29012.391938461707,28977.743189898934,37.449493635848,46.436204084034536,50.38374941920318,8.689821644092246,53.77514403563571
317,"[29009.671,29013.117]","[29014.744,29018.06]","[29006.397,29009.588]","[28985.089,28987.994]","[29010.907,29014.196]","[29001.141,29004.27]","[28964.452,28967.353]","[29039.876,29043.357]","[29013.519,29016.809]","[28986.7,28989.901]","[27.823,27.884]","[33.07,33.159]","[41.864,41.945]","[15.358,15.496]",-9.210000000002763,47.68999999999868,-21.600000000002183,29013.189285714867,29012.92972307709,28978.263529292886,49.910290609672565,51.94456647279379,52.79764699804343,29.93686683306305,48.06651545290264
318,"[29009.671,29013.117]","[29014.744,29018.06]","[29009.588,29012.78]","[28982.185,28985.089]","[29010.907,29014.196]","[29004.27,29007.399]","[28964.452,28967.353]","[29039.876,29043.357]","[29013.519,29016.809]","[28989.901,28993.103]","[27.642,27.702]","[32.008,32.096]","[38.627,38.708]","[18.822,18.961]",-13.979999999999563,63.77000000000044,-166.70000000000073,29011.890714286295,29013.321538461703,28978.788432323185,49.91616824659936,51.94721294459797,52.798823357637,29.951548964911584,41.03636124555288
319,"[29013.117,29016.563]","[29011.427,29014.744]","[29009.588,29012.78]","[28982.185,28985.089]","[29010.907,29014.196]","[29004.27,29007.399]","[28967.353,28970.253]","[29036.395,29039.876]","[29016.809,29020.098]","[28993.103,28996.305]","[27.642,27.702]","[32.805,32.893]","[36.684,36.765]","[25.197,25.336]",-20.710000000002765,72.39999999999782,-113.51000000000204,29011.878928572,29013.759446154014,28979.410012121163,52.04330442313343,52.83969701431178,53.18233640745015,34.56681350954147,33.79475938133161
320,"[29023.456,29026.902]","[29011.427,29014.744]","[29012.78,29015.971]","[28982.185,28985.089]","[29014.196,29017.484]","[29004.27,29007.399]","[28967.353,28970.253]","[29039.876,29043.357]","[29016.809,29020.098]","[28993.103,28996.305]","[28.125,28.186]","[39.002,39.091]","[37.413,37.494]","[42.105,42.243]",10.430000000000293,52.77000000000044,-68.63999999999942,29015.456785714865,29014.851507692474,28980.28252323228,59.51134457219629,56.06157600590002,54.576101020759936,51.306901615270846,35.18933715763149
321,"[29020.01,29023.456]","[29014.744,29018.06]","[29015.971,29019.163]","[28979.28,28982.185]","[29017.484,29020.772]","[29007.399,29010.528]","[28970.253,28973.153]","[29036.395,29039.876]","[29016.809,29020.098]","[28993.103,28996.305]","[28.609,28.669]","[40.065,40.153]","[38.303,38.384]","[43.491,43.629]",7.8400000000001455,34.25,-46.930000000000284,29017.10464285772,29015.30196923094,28981.04430101005,53.99702803801417,53.867599283926154,53.66506003009367,42.15859030836967,35.97434468516095
322,"[29023.456,29026.902]","[29014.744,29018.06]","[29015.971,29019.163]","[28979.28,28982.185]","[29017.484,29020.772]","[29007.399,29010.528]","[28970.253,28973.153]","[29032.915,29036.395]","[29013.519,29016.809]","[28996.305,28999.507]","[28.367,28.427]","[49.715,49.803]","[42.107,42.188]","[64.972,65.11]",-2.4199999999982538,-2.220000000001164,-66.06999999999971,29019.365000000573,29015.921661538632,28981.886959595908,56.752609489145776,54.969251739419526,54.12298480585594,47.40088105726803,34.85877484750244
323,"[29016.563,29020.01]","[29018.06,29021.376]","[29012.78,29015.971]","[28979.28,28982.185]","[29017.484,29020.772]","[29007.399,29010.528]","[28970.253,28973.153]","[29032.915,29036.395]","[29013.519,29016.809]","[28996.305,28999.507]","[28.669,28.729]","[50.335,50.423]","[44.859,44.94]","[61.368,61.507]",25.560000000001306,-31.79999999999927,-27.079999999998112,29020.034285714857,29016.0320307694,28982.608765656514,49.99779036274148,52.40334748826102,53.09386116158298,51.635702746367855,40.9939007192561
324,"[28978.653,28982.1]","[29011.427,29014.744]","[29012.78,29015.971]","[28979.28,28982.185]","[29007.619,29010.907]","[29007.399,29010.528]","[28970.253,28973.153]","[29039.876,29043.357]","[29010.229,29013.519]","[28980.296,28983.498]","[26.917,26.977]","[41.481,41.57]","[43.726,43.807]","[36.839,36.977]",-32.979999999999556,-40.52000000000044,-98.5,29010.248214286283,29013.304092307866,28982.57264242419,27.585403338717466,40.63303308851304,47.70905943097231,23.704249570129804,40.10352682455136
325,"[28995.885,28999.331]","[29011.427,29014.744]","[29009.588,29012.78]","[28979.28,28982.185]","[29004.331,29007.619]","[29004.27,29007.399]","[28970.253,28973.153]","[29036.395,29039.876]","[29006.939,29010.229]","[28980.296,28983.498]","[25.285,25.346]","[42.898,42.986]","[43.483,43.564]","[41.828,41.966]",-14.950000000000728,-9.75,-78.880000000001,29006.150000000565,29012.08852307709,28982.917218181767,42.26386732766882,46.79455563636635,50.19994080549714,45.860967821175315,42.37630094687476
326,"[29006.224,29009.671]","[29008.111,29011.427]","[29009.588,29012.78]","[28976.376,28979.28]","[29004.331,29007.619]","[29004.27,29007.399]","[28973.153,28976.053]","[29036.395,29039.876]","[29010.229,29013.519]","[28983.498,28986.7]","[24.258,24.319]","[47.679,47.767]","[44.859,44.94]","[53.33,53.469]",-8.779999999998836,-12.040000000000873,-65.15000000000146,29004.91571428628,29011.619876923247,28983.46412929288,48.709322029142655,49.734768722074776,51.446771512348874,57.30778678457487,45.62501141473667
327,"[28964.868,28968.314]","[29001.479,29004.795]","[29009.588,29012.78]","[28976.376,28979.28]","[28994.466,28997.755]","[29001.141,29004.27]","[28973.153,28976.053]","[29043.357,29046.838]","[29003.65,29006.939]","[28967.489,28970.691]","[22.869,22.929]","[35.107,35.195]","[41.621,41.702]","[22.148,22.287]",-58.67000000000189,-34.41000000000349,-126.04000000000087,28994.37250000056,29008.22750769248,28983.25440202016,31.35967436866473,39.820695317783155,46.436591089480885,10.034389584866656,39.728938267536066
328,"[28975.207,28978.653]","[28994.846,28998.162]","[29006.397,29009.588]","[28976.376,28979.28]","[28991.178,28994.466]","[29001.141,29004.27]","[28973.153,28976.053]","[29043.357,29046.838]","[29000.36,29003.65]","[28961.085,28964.287]","[21.539,21.6]","[29.795,29.883]","[37.656,37.737]","[13.972,14.11]",-44.959999999999134,-59.159999999999854,-67.88999999999942,28987.794642857716,29005.51640000017,28983.219737373693,36.62395061391013,42.26078155861567,47.473898546588174,19.221321542620718,36.4521855867148
329,"[28985.546,28988.992]","[28988.214,28991.53]","[29006.397,29009.588]","[28976.376,28979.28]","[28987.89,28991.178]","[28998.012,29001.141]","[28973.153,28976.053]","[29039.876,29043.357]","[28997.07,29000.36]","[28957.883,28961.085]","[20.029,20.089]","[30.857,30.946]","[35.389,35.47]","[21.733,21.871]",-37.349999999998545,-16.93999999999869,-12.7699999999968,28985.617500000568,29003.847323077094,28983.422387878734,44.28755389285457,45.841370321420506,49.01387785175229,32.9525915008626,34.38814422151402
330,"[28985.546,28988.992]","[28984.897,28988.214]","[29006.397,29009.588]","[28976.376,28979.28]","[28987.89,28991.178]","[28998.012,29001.141]","[28973.153,28976.053]","[29032.915,29036.395]","[28993.78,28997.07]","[28957.883,28961.085]","[18.881,18.941]","[32.362,32.451]","[34.418,34.499]","[28.246,28.385]",-28.69000000000233,-25.70000000000073,-15.12000000000262,28985.261785714847,29002.38036923094,28983.666618181767,45.6627960964768,46.47296447852087,49.28449584986971,35.347580447063926,32.06126960732774
331,"[29009.671,29013.117]","[28988.214,28991.53]","[29006.397,29009.588]","[28976.376,28979.28]","[28994.466,28997.755]","[28998.012,29001.141]","[28973.153,28976.053]","[29029.434,29032.915]","[28993.78,28997.07]","[28957.883,28961.085]","[18.7,18.76]","[42.455,42.544]","[37.089,37.17]","[53.192,53.33]",31.75,13.099999999998545,6.7299999999995626,28991.498214286275,29002.705569230944,28984.359303030247,59.398144915139866,53.26345581391735,52.30151646817502,62.69958241218419,37.63203144190694
332,"[29020.01,29023.456]","[28991.53,28994.846]","[29006.397,29009.588]","[28976.376,28979.28]","[29001.043,29004.331]","[29001.141,29004.27]","[28973.153,28976.053]","[29029.434,29032.915]","[28993.78,28997.07]","[28957.883,28961.085]","[18.518,18.579]","[58.568,58.657]","[44.211,44.292]","[87.146,87.284]",22.79999999999927,10.759999999998401,22.31999999999971,28998.87321428627,29003.689692307868,28985.23242828278,63.871352223701,55.76237405356179,53.48021383343653,73.86391549987805,41.63245253886447
333,"[29023.456,29026.902]","[28994.846,28998.162]","[29006.397,29009.588]","[28976.376,28979.28]","[29004.331,29007.619]","[29001.141,29004.27]","[28976.053,28978.954]","[29029.434,29032.915]","[28993.78,28997.07]","[28957.883,28961.085]","[19.062,19.123]","[65.12,65.209]","[51.171,51.252]","[92.966,93.105]",17.770000000000433,23.20000000000073,4.43999999999869,29006.50642857198,29004.97070769248,28986.18684444439,65.99319699860044,56.94752998211647,54.03953209228733,80.53750000000036,44.950982998210975
334,"[29006.224,29009.671]","[29001.479,29004.795]","[29006.397,29009.588]","[28976.376,28979.28]","[29007.619,29010.907]","[29001.141,29004.27]","[28976.053,28978.954]","[29032.915,29036.395]","[28997.07,29000.36]","[28961.085,28964.287]","[18.941,19.002]","[62.552,62.641]","[54.975,55.056]","[77.722,77.86]",41.25,10.859999999996944,22.169999999998254,29009.75250000055,29005.02572307709,28986.840163636312,52.93919001257662,51.66444705378379,51.76714503387721,57.42725880551162,51.72139288687454
335,"[28992.439,28995.885]","[29001.479,29004.795]","[29006.397,29009.588]","[28976.376,28979.28]","[29001.043,29004.331]","[29001.141,29004.27]","[28976.053,28978.954]","[29032.915,29036.395]","[28997.07,29000.36]","[28961.085,28964.287]","[17.975,18.035]","[53.079,53.168]","[54.328,54.409]","[50.42,50.559]",17.0,-28.840000000000142,-4.1299999999973815,29007.332857143407,29003.75732307709,28987.15360404035,41.84245032231612,46.41610468285218,49.34792484575416,34.0804677711299,53.84412806237585
336,"[29006.224,29009.671]","[29004.795,29008.111]","[29006.397,29009.588]","[28976.376,28979.28]","[29004.331,29007.619]","[29001.141,29004.27]","[28976.053,28978.954]","[29032.915,29036.395]","[28997.07,29000.36]","[28961.085,28964.287]","[17.068,17.129]","[54.053,54.142]","[54.247,54.328]","[53.746,53.885]",21.719999999997526,-17.720000000001164,67.32999999999811,29008.281071429123,29003.800738461705,28987.78587878782,53.041426264056476,51.5109040064509,51.586319948170726,56.21606571070589,57.1674815209249
337,"[29037.242,29040.688]","[29014.744,29018.06]","[29006.397,29009.588]","[28976.376,28979.28]","[29010.907,29014.196]","[29004.27,29007.399]","[28978.954,28981.854]","[29039.876,29043.357]","[29003.65,29006.939]","[28967.489,28970.691]","[17.25,17.31]","[68.573,68.661]","[59.022,59.103]","[87.7,87.839]",49.63999999999942,2.2699999999967986,74.60999999999694,29015.921071429122,29006.196369230936,28989.001951515096,67.2557591452008,59.418546978756396,55.44597058537138,97.80036196575008,66.08930745216578
338,"[29099.276,29102.723]","[29024.692,29028.009]","[29009.588,29012.78]","[28979.28,28982.185]","[29033.925,29037.213]","[29010.528,29013.658]","[28981.854,28984.754]","[29078.165,29081.646]","[29016.809,29020.098]","[28954.681,28957.883]","[19.183,19.243]","[74.416,74.505]","[64.202,64.283]","[94.906,95.045]",88.94000000000233,83.58000000000176,142.760000000002,29037.180714286264,29013.321169230938,28991.434351515094,81.27544470638635,70.30724497339061,61.96753400657575,86.09196171608403,69.43107592415147
339,"[29078.598,29082.044]","[29034.641,29037.957]","[29012.78,29015.971]","[28979.28,28982.185]","[29043.789,29047.078]","[29016.787,29019.916]","[28981.854,28984.754]","[29095.569,29099.05]","[29026.678,29029.967]","[28957.883,28961.085]","[21.056,21.116]","[72.734,72.823]","[67.034,67.115]","[84.097,84.235]",59.88000000000102,67.25,137.2400000000016,29050.27142857198,29018.652646154012,28993.43851111105,69.66593280836105,64.21109160079074,59.042558585409814,72.72605581955689,69.26852454124845
340,"[29071.705,29075.152]","[29041.274,29044.59]","[29012.78,29015.971]","[28982.185,28985.089]","[29050.366,29053.654]","[29019.916,29023.045]","[28984.754,28987.654]","[29102.531,29106.012]","[29033.257,29036.547]","[28964.287,28967.489]","[22.204,22.264]","[70.344,70.432]","[68.167,68.248]","[74.811,74.95]",50.680000000000284,48.510000000002044,132.70999999999913,29059.996071429126,29023.39950769248,28995.316745454482,66.84864081331007,62.75169525105997,58.33610719344156,65.67433468651353,67.14521521075032
341,"[29099.276,29102.723]","[29054.539,29057.855]","[29019.163,29022.355]","[28982.185,28985.089]","[29063.519,29066.807]","[29026.174,29029.304]","[28987.654,28990.555]","[29119.935,29123.416]","[29043.126,29046.416]","[28967.489,28970.691]","[23.775,23.835]","[75.036,75.124]","[70.434,70.514]","[84.235,84.374]",90.58000000000177,108.09000000000015,150.9300000000003,29074.13321428627,29029.91172307709,28997.66596969691,73.3937841913477,66.91064327021067,60.816106253840296,84.38580664561692,70.99643633076538
342,"[29095.83,29099.276]","[29071.12,29074.436]","[29022.355,29025.546]","[28985.089,28987.994]","[29070.095,29073.383]","[29032.433,29035.562]","[28987.654,28990.555]","[29130.377,29133.858]","[29049.706,29052.996]","[28970.691,28973.892]","[25.165,25.225]","[77.692,77.78]","[72.862,72.942]","[87.284,87.423]",105.43999999999869,85.81000000000131,154.77999999999884,29084.557857143413,29035.9444307694,28999.946503030238,72.0832691285627,66.29101859503376,60.52761205287756,82.9499323410012,77.97778841217556
343,"[29088.937,29092.384]","[29081.069,29084.385]","[29025.546,29028.738]","[28985.089,28987.994]","[29076.672,29079.96]","[29035.562,29038.691]","[28990.555,28993.455]","[29137.339,29140.82]","[29056.285,29059.575]","[28977.094,28980.296]","[26.554,26.615]","[77.426,77.515]","[74.399,74.48]","[83.542,83.681]",81.61000000000058,77.869999999999,111.27999999999884,29089.23428571484,29041.103107692477,29002.0371676767,66.19448529864606,63.622485982422894,59.308733727630006,76.98842279356452,80.9452679954411
344,"[29099.276,29102.723]","[29091.018,29094.334]","[29028.738,29031.929]","[28985.089,28987.994]","[29083.248,29086.536]","[29041.82,29044.949]","[28993.455,28996.355]","[29144.301,29147.781]","[29066.155,29069.444]","[28989.901,28993.103]","[27.944,28.004]","[79.817,79.905]","[76.18,76.261]","[87.146,87.284]",62.61000000000058,85.59000000000015,107.77999999999884,29093.713571429125,29046.858338461698,29004.322751515083,70.19907872903607,65.68791309390505,60.44797395394989,85.1601262967963,79.13952004273341
345,"[29068.259,29071.705]","[29084.385,29087.701]","[29028.738,29031.929]","[28985.089,28987.994]","[29076.672,29079.96]","[29044.949,29048.079]","[28993.455,28996.355]","[29133.858,29137.339]","[29072.734,29076.024]","[29015.516,29018.718]","[29.938,29.998]","[66.891,66.979]","[73.104,73.185]","[54.439,54.578]",-31.710000000002765,41.43999999999869,-1.5,29087.76928571484,29049.830984615543,29005.93156161609,49.14917491154189,55.35738056551223,55.557799955339746,47.218146246025285,73.58611783272502
346,"[29044.134,29047.581]","[29081.069,29084.385]","[29031.929,29035.121]","[28985.089,28987.994]","[29070.095,29073.383]","[29044.949,29048.079]","[28996.355,28999.255]","[29119.935,29123.416]","[29079.314,29082.603]","[29034.727,29037.928]","[30.602,30.663]","[49.095,49.184]","[65.092,65.173]","[17.021,17.159]",-32.979999999999556,26.43000000000029,9.06000000000131,29077.647500000552,29051.04227692324,29007.115874747404,39.849530093502956,49.814623247559815,52.67399782518861,26.352184033959514,66.9612790062111
347,"[29030.349,29033.795]","[29074.436,29077.753]","[29031.929,29035.121]","[28987.994,28990.898]","[29060.231,29063.519]","[29041.82,29044.949]","[28996.355,28999.255]","[29123.416,29126.896]","[29076.024,29079.314]","[29031.525,29034.727]","[31.207,31.267]","[33.07,33.159]","[54.409,54.49]","[-9.727,-9.588]",-43.77999999999884,7.150000000001455,17.640000000003056,29064.77607142912,29050.963784615542,29007.98415757568,34.11951350682889,46.090913024712435,50.645087632775905,0.9640102827769376,57.71694694853444
348,"[28995.885,28999.331]","[29061.171,29064.487]","[29028.738,29031.929]","[28987.994,28990.898]","[29043.789,29047.078]","[29038.691,29041.82]","[28996.355,28999.255]","[29130.377,29133.858]","[29066.155,29069.444]","[29002.709,29005.91]","[30.421,30.482]","[22.181,22.269]","[43.645,43.726]","[-20.675,-20.536]",-101.20999999999913,-18.680000000000287,3.4700000000011633,29045.333214286264,29048.36021538477,29008.198076767596,25.135920349323406,39.430761421897,46.75284955019485,0.5996427660132152,45.74749496573392
349,"[29033.795,29037.242]","[29051.222,29054.539]","[29031.929,29035.121]","[28987.994,28990.898]","[29040.501,29043.789]","[29038.691,29041.82]","[28996.355,28999.255]","[29130.377,29133.858]","[29062.865,29066.155]","[28996.305,28999.507]","[29.515,29.575]","[23.509,23.597]","[36.927,37.008]","[-3.352,-3.213]",-62.0099999999984,56.78000000000248,16.080000000001746,29038.82750000054,29048.68258461554,29009.157094949413,45.03690303813757,48.69829193061144,51.234452861375615,26.291897270071587,37.65348995560112
350,"[29020.01,29023.456]","[29041.274,29044.59]","[29035.121,29038.312]","[28987.994,28990.898]","[29037.213,29040.501]","[29038.691,29041.82]","[28996.355,28999.255]","[29126.896,29130.377]","[29056.285,29059.575]","[28986.7,28989.901]","[28.729,28.79]","[21.561,21.649]","[31.828,31.909]","[0.945,1.083]",-68.0099999999984,24.810000000001306,33.94000000000233,29031.05392857197,29047.758707692472,29009.834264646383,40.241598091118504,45.84001716091433,49.60695019926658,17.62950065294568,29.17364393551271
351,"[29020.01,29023.456]","[29031.325,29034.641]","[29035.121,29038.312]","[28987.994,28990.898]","[29033.925,29037.213]","[29035.562,29038.691]","[28999.255,29002.156]","[29116.454,29119.935]","[29049.706,29052.996]","[28983.498,28986.7]","[26.856,26.917]","[21.295,21.384]","[28.348,28.429]","[7.32,7.458]",-78.52999999999885,15.840000000000146,22.5099999999984,29025.79678571483,29046.785415384777,29010.511577777685,40.43282670510271,45.927008523299506,49.64888446427091,20.84955964292092,19.98642012781622
352,"[29013.117,29016.563]","[29021.376,29024.692]","[29035.121,29038.312]","[28987.994,28990.898]","[29027.348,29030.637]","[29035.562,29038.691]","[28999.255,29002.156]","[29106.012,29109.492]","[29039.837,29043.126]","[28977.094,28980.296]","[25.044,25.104]","[19.436,19.525]","[25.354,25.435]","[7.458,7.597]",-54.47999999999956,45.63000000000102,18.0099999999984,29021.169285714823,29045.094153846312,29011.01034343425,36.90971029555518,44.01014927240584,48.599901593527214,15.637169732190143,15.474852054411206
353,"[29013.117,29016.563]","[29018.06,29021.376]","[29038.312,29041.504]","[28987.994,28990.898]","[29024.06,29027.348]","[29032.433,29035.562]","[28999.255,29002.156]","[29092.088,29095.569]","[29033.257,29036.547]","[28977.094,28980.296]","[23.835,23.896]","[18.285,18.374]","[23.007,23.088]","[8.983,9.121]",-32.31999999999971,39.06999999999971,38.52000000000044,29018.717500000537,29043.333261538617,29011.523870706984,37.59967922137318,44.27843803614424,48.719455428147135,16.188364987119087,14.02287790486257
