,close,SMA 7,SMA 25,SMA 99,EMA 7,EMA 25,EMA 99,bband upper,bband middle,bband lower,ADX 14,K,D,J,MOM 7,MOM 25,MOM 99,WMA 7,WMA 25,WMA 99,RSI 6,RSI 12,RSI 24,STCK 10,STCD 7
523,"[29323.291,29326.737]","[29333.104,29336.421]","[29351.085,29354.277]","[29159.363,29162.267]","[29333.152,29336.44]","[29326.576,29329.705]","[29196.473,29199.373]","[29360.111,29363.592]","[29329.334,29332.623]","[29297.275,29300.477]","[37.007,37.067]","[29.086,29.175]","[30.614,30.695]","[25.89,26.029]",10.709999999999127,-24.56999999999971,327.60999999999694,29334.22214285737,29343.85083076944,29235.714662626164,43.65115452414461,48.61073729440643,53.64839207673809,23.404822165978125,31.402459070992702
524,"[29319.844,29323.291]","[29333.104,29336.421]","[29351.085,29354.277]","[29162.267,29165.172]","[29329.864,29333.152]","[29326.576,29329.705]","[29199.373,29202.273]","[29360.111,29363.592]","[29329.334,29332.623]","[29297.275,29300.477]","[35.678,35.738]","[25.368,25.456]","[28.915,28.996]","[18.407,18.545]",10.649999999997815,-23.790000000000877,311.4399999999987,29331.25821428594,29341.429600000207,29238.9159090908,41.74078050118549,47.770403896874726,53.2498252606344,18.076461968828774,33.47404445641848
525,"[29333.63,29337.076]","[29333.104,29336.421]","[29351.085,29354.277]","[29165.172,29168.076]","[29329.864,29333.152]","[29326.576,29329.705]","[29202.273,29205.173]","[29360.111,29363.592]","[29329.334,29332.623]","[29297.275,29300.477]","[34.832,34.892]","[28.467,28.555]","[28.753,28.834]","[27.969,28.108]",2.8100000000013097,-11.049999999999272,332.77000000000044,29331.04142857165,29340.043876923282,29242.30443838373,49.959804220786474,50.67933995594339,54.356460427449676,34.74090848541608,34.3666435853239
526,"[29323.291,29326.737]","[29329.788,29333.104]","[29347.894,29351.085]","[29170.981,29173.886]","[29326.575,29329.864]","[29326.576,29329.705]","[29205.173,29208.074]","[29356.63,29360.111]","[29329.334,29332.623]","[29300.477,29303.679]","[34.046,34.107]","[25.191,25.279]","[27.539,27.62]","[20.485,20.624]",-15.270000000000437,-67.79000000000087,317.9399999999987,29328.3117857145,29337.949846154046,29245.43274141403,44.189180355150434,48.410441219795075,53.34014428387373,21.88623950979133,31.948286050234355
527,"[29295.72,29299.166]","[29323.155,29326.472]","[29341.511,29344.702]","[29170.981,29173.886]","[29319.999,29323.287]","[29323.447,29326.576]","[29208.074,29210.974]","[29360.111,29363.592]","[29329.334,29332.623]","[29297.275,29300.477]","[31.932,31.992]","[20.321,20.41]","[25.111,25.192]","[10.507,10.646]",-59.669999999998254,-125.55999999999769,270.40000000000146,29319.790000000216,29334.11440000021,29247.989814141307,32.394120891407646,42.9056836122745,50.739631344984204,10.496589940326263,24.570610212676524
528,"[29175.097,29178.543]","[29296.625,29299.942]","[29335.128,29338.319]","[29173.886,29176.79]","[29283.829,29287.117]","[29314.059,29317.189]","[29205.173,29208.074]","[29408.842,29412.323]","[29312.885,29316.175]","[29217.23,29220.432]","[32.173,32.234]","[15.275,15.363]","[21.874,21.955]","[2.053,2.192]",-173.2700000000004,-202.5200000000004,156.52999999999884,29283.1392857145,29321.35452307713,29248.071460605963,12.807121396666346,26.945799221287064,40.82336855022505,5.267291965070203,17.747296414616827
529,"[29233.685,29237.131]","[29286.677,29289.993]","[29328.745,29331.936]","[29176.79,29179.695]","[29270.676,29273.964]","[29307.801,29310.93]","[29208.074,29210.974]","[29408.842,29412.323]","[29303.016,29306.305]","[29198.019,29201.221]","[32.355,32.415]","[21.561,21.649]","[21.793,21.874]","[21.04,21.178]",-79.60000000000218,-171.8100000000013,202.63999999999942,29267.381785714497,29313.742400000214,29249.297884848384,35.536708306484755,38.97894766278639,46.159084113026026,32.44467033220952,20.902426338231546
530,"[29237.131,29240.578]","[29273.412,29276.728]","[29322.361,29325.553]","[29176.79,29179.695]","[29264.099,29267.388]","[29301.543,29304.672]","[29208.074,29210.974]","[29394.919,29398.4]","[29289.857,29293.146]","[29185.212,29188.413]","[32.536,32.596]","[26.696,26.784]","[23.411,23.492]","[33.235,33.374]",-85.43999999999869,-124.95999999999913,205.15999999999985,29255.28464285735,29306.910461538675,29250.548771717065,36.63860090042129,39.58249062744026,46.43923714199163,35.725049827427256,22.662458861295704
531,"[29188.882,29192.329]","[29256.83,29260.147]","[29315.978,29319.17]","[29179.695,29182.599]","[29244.37,29247.658]","[29292.155,29295.284]","[29208.074,29210.974]","[29387.958,29391.438]","[29273.408,29276.698]","[29159.597,29162.799]","[33.261,33.321]","[22.181,22.269]","[23.007,23.088]","[20.485,20.624]",-132.1999999999971,-134.86999999999898,161.52000000000044,29233.54892857164,29296.55840000021,29250.743012121104,27.79006441171174,33.90389980279381,42.82944192432576,11.45723070719434,21.716854395347923
532,"[29213.007,29216.453]","[29236.933,29240.249]","[29312.787,29315.978]","[29182.599,29185.504]","[29237.794,29241.082]","[29285.897,29289.026]","[29208.074,29210.974]","[29380.996,29384.477]","[29263.539,29266.829]","[29149.992,29153.194]","[33.865,33.926]","[23.951,24.04]","[23.33,23.411]","[25.197,25.336]",-119.93000000000029,-127.04999999999927,199.04000000000087,29222.72964285735,29288.52747692329,29251.400222222113,36.740050144202755,38.59534857682079,45.00699155109073,27.530857043519216,20.68684704650552
533,"[29213.007,29216.453]","[29223.668,29226.984]","[29306.404,29309.595]","[29182.599,29185.504]","[29231.217,29234.506]","[29279.638,29282.768]","[29208.074,29210.974]","[29367.073,29370.553]","[29253.67,29256.959]","[29140.386,29143.588]","[33.684,33.744]","[25.102,25.191]","[23.897,23.978]","[27.415,27.553]",-110.619999999999,-134.70999999999913,197.95999999999916,29216.108571428773,29280.861323077137,29252.010422222113,36.66522654084681,38.554387522487616,44.982461420139074,27.333835544996802,21.46507505153487
534,"[29171.65,29175.097]","[29203.77,29207.087]","[29296.829,29300.02]","[29185.504,29188.408]","[29214.776,29218.065]","[29273.38,29276.509]","[29205.173,29208.074]","[29349.669,29353.149]","[29237.221,29240.511]","[29127.579,29130.781]","[34.167,34.228]","[18.019,18.108]","[21.955,22.036]","[10.091,10.23]",-125.81000000000131,-202.260000000002,172.9300000000003,29203.30321428592,29270.49120000022,29251.76983030292,28.39191123189752,33.87765162730812,42.125815352518025,3.841919221186121,20.51440780594342
535,"[29202.668,29206.114]","[29210.403,29213.719]","[29293.637,29296.829]","[29188.408,29191.313]","[29211.488,29214.776]","[29267.122,29270.251]","[29205.173,29208.074]","[29321.822,29325.303]","[29227.352,29230.641]","[29130.781,29133.983]","[34.59,34.651]","[20.321,20.41]","[21.388,21.469]","[18.129,18.268]",28.110000000000586,-151.90999999999985,198.79999999999927,29203.211071428774,29263.272646154062,29252.151903030197,41.28613454590087,40.286475916639894,45.07766144913354,23.04461942257327,23.054026014158147
536,"[29213.007,29216.453]","[29207.087,29210.403]","[29284.063,29287.254]","[29188.408,29191.313]","[29211.488,29214.776]","[29263.992,29267.122]","[29205.173,29208.074]","[29283.533,29287.014]","[29214.193,29217.483]","[29146.79,29149.992]","[34.348,34.409]","[25.368,25.456]","[22.764,22.845]","[30.741,30.879]",-23.04999999999927,-169.84000000000015,190.36999999999898,29204.030000000206,29257.110738461764,29252.647014141297,44.100122092436955,41.72203152810592,45.75030730945075,29.892268694550708,22.68939720877832
537,"[29199.221,29202.668]","[29200.454,29203.77]","[29277.68,29280.871]","[29191.313,29194.217]","[29208.2,29211.488]","[29257.734,29260.863]","[29205.173,29208.074]","[29248.725,29252.206]","[29204.324,29207.613]","[29162.799,29166.001]","[34.107,34.167]","[29.883,29.972]","[25.111,25.192]","[39.333,39.472]",-38.66999999999826,-186.88999999999942,193.4700000000012,29202.584642857342,29250.521415384843,29252.856666666547,40.35790052527162,40.02943469318858,44.82668238400979,26.289165722916692,21.34141376527681
538,"[29223.346,29226.792]","[29203.77,29207.087]","[29274.488,29277.68]","[29194.217,29197.122]","[29211.488,29214.776]","[29254.605,29257.734]","[29208.074,29210.974]","[29248.725,29252.206]","[29210.903,29214.193]","[29172.404,29175.606]","[33.14,33.201]","[45.2,45.288]","[31.828,31.909]","[72.04,72.178]",34.43999999999869,-117.04999999999927,219.9700000000012,29208.107857143066,29246.226369230997,29253.47423434331,49.63857485272706,44.476410274759694,46.85285096731017,66.60461653015727,29.2196117399858
539,"[29213.007,29216.453]","[29203.77,29207.087]","[29268.105,29271.296]","[29197.122,29200.027]","[29211.488,29214.776]","[29251.476,29254.605]","[29208.074,29210.974]","[29241.763,29245.244]","[29207.613,29210.903]","[29172.404,29175.606]","[32.173,32.234]","[51.663,51.751]","[38.465,38.546]","[78.137,78.276]",1.9599999999991269,-106.02000000000044,210.36999999999898,29210.476071428773,29241.699169230997,29253.89336363624,46.63828232090477,43.270485739848574,46.24235468751503,64.56704528691529,34.51049577475667
540,"[29264.702,29268.149]","[29213.719,29217.035]","[29264.913,29268.105]","[29197.122,29200.027]","[29224.641,29227.929]","[29254.605,29257.734]","[29208.074,29210.974]","[29255.687,29259.167]","[29210.903,29214.193]","[29162.799,29166.001]","[30.24,30.3]","[67.776,67.865]","[48.177,48.258]","[106.825,106.964]",52.29999999999927,-66.9900000000016,266.72000000000116,29225.274285714488,29241.344338461764,29255.269993939277,63.72375901238474,52.4108974534465,50.60354894665101,100.0,44.8913764111857
541,"[29244.024,29247.471]","[29223.668,29226.984]","[29264.913,29268.105]","[29200.027,29202.931]","[29231.217,29234.506]","[29251.476,29254.605]","[29208.074,29210.974]","[29262.648,29266.129]","[29214.193,29217.483]","[29169.203,29172.404]","[28.488,28.548]","[70.963,71.052]","[55.785,55.866]","[101.281,101.42]",71.63999999999942,-69.95000000000073,243.6999999999971,29232.904642857342,29239.56486153868,29256.168741414014,54.7968696612449,48.77580425648129,48.85015149361164,77.39148981550534,55.398457924659866
542,"[29244.024,29247.471]","[29230.3,29233.617]","[29261.722,29264.913]","[29202.931,29205.836]","[29234.506,29237.794]","[29251.476,29254.605]","[29208.074,29210.974]","[29269.61,29273.091]","[29217.483,29220.772]","[29169.203,29172.404]","[26.917,26.977]","[73.973,74.062]","[61.855,61.936]","[98.094,98.233]",41.18999999999869,-63.58000000000175,238.86000000000058,29238.583928571632,29238.187538461767,29257.066856565532,55.65140550590056,49.21623519693404,49.06125790819733,79.9829369734453,63.53250328907017
543,"[29288.827,29292.273]","[29240.249,29243.565]","[29258.53,29261.722]","[29205.836,29208.74]","[29247.658,29250.947]","[29254.605,29257.734]","[29210.974,29213.874]","[29293.976,29297.456]","[29227.352,29230.641]","[29159.597,29162.799]","[26.011,26.071]","[81.322,81.41]","[68.329,68.41]","[107.241,107.379]",78.36000000000058,-39.099999999998545,286.27000000000044,29253.99964285735,29240.454307692533,29258.813317171596,68.73578248871057,56.70766491901269,52.8105387134237,96.02532254187108,72.98008241011594
544,"[29326.737,29330.184]","[29256.83,29260.147]","[29258.53,29261.722]","[29208.74,29211.645]","[29267.388,29270.676]","[29260.863,29263.992]","[29213.874,29216.774]","[29321.822,29325.303]","[29243.8,29247.09]","[29162.799,29166.001]","[25.95,26.011]","[87.077,87.165]","[74.561,74.642]","[112.091,112.23]",128.23999999999796,-10.0,313.75,29275.999285714486,29245.728307692534,29261.252545454423,75.88364166427264,61.84762535943875,55.66139305012293,98.91256521465864,83.35485376607906
545,"[29306.059,29309.505]","[29270.095,29273.412]","[29255.339,29258.53]","[29211.645,29214.549]","[29277.252,29280.54]","[29263.992,29267.122]","[29213.874,29216.774]","[29335.745,29339.226]","[29253.67,29256.959]","[29169.203,29172.404]","[26.011,26.071]","[84.244,84.332]","[77.798,77.879]","[97.262,97.401]",82.48999999999795,-52.45000000000073,288.0,29287.568928571625,29249.233076923305,29263.160389898872,64.79913929704438,57.22626316867475,53.55634675370949,79.13487738419539,85.1448910309417
546,"[29312.952,29316.398]","[29283.36,29286.677]","[29255.339,29258.53]","[29214.549,29217.454]","[29287.117,29290.405]","[29267.122,29270.251]","[29216.774,29219.675]","[29346.188,29349.669]","[29263.539,29266.829]","[29178.808,29182.01]","[26.011,26.071]","[84.066,84.155]","[79.903,79.984]","[92.273,92.412]",98.63999999999943,-36.56000000000131,259.70000000000067,29298.3050000002,29253.549230769462,29265.17905252513,66.89464289317169,58.44934157835017,54.20889549563157,84.57150806900351,88.00267142838284
547,"[29312.952,29316.398]","[29289.993,29293.309]","[29255.339,29258.53]","[29217.454,29220.358]","[29293.693,29296.982]","[29270.251,29273.38]","[29219.675,29222.575]","[29353.149,29356.63]","[29273.408,29276.698]","[29194.817,29198.019]","[25.89,25.95]","[83.004,83.093]","[80.955,81.036]","[87.146,87.284]",47.909999999999854,-2.4400000000023283,190.7700000000004,29305.335714285913,29257.921723077157,29267.130650504936,66.48434252810338,58.29225370319649,54.14032189193496,83.08850668044565,85.58674381130365
548,"[29306.059,29309.505]","[29299.942,29303.258]","[29255.339,29258.53]","[29217.454,29220.358]","[29296.982,29300.27]","[29273.38,29276.509]","[29219.675,29222.575]","[29353.149,29356.63]","[29283.277,29286.567]","[29210.826,29214.028]","[26.071,26.131]","[79.817,79.905]","[80.55,80.631]","[78.276,78.415]",62.11000000000058,-18.549999999999272,155.6800000000003,29308.90535714305,29261.76326153869,29268.903709090802,62.10137544659771,56.69822461275025,53.463610812751405,73.33440877560783,85.007160805604
549,"[29281.934,29285.381]","[29306.574,29309.89]","[29252.147,29255.339]","[29220.358,29223.263]","[29293.693,29296.982]","[29273.38,29276.509]","[29222.575,29225.475]","[29346.188,29349.669]","[29289.857,29293.146]","[29233.239,29236.441]","[26.071,26.131]","[69.104,69.193]","[76.746,76.827]","[53.885,54.023]",37.75,-36.47999999999956,174.59999999999852,29304.774285714484,29263.974953846388,29270.2067171716,49.76711456610546,51.85223958459897,51.3648057612239,55.6460719470868,81.53046580183852
550,"[29285.381,29288.827]","[29303.258,29306.574]","[29252.147,29255.339]","[29223.263,29226.168]","[29290.405,29293.693]","[29276.509,29279.638]","[29222.575,29225.475]","[29342.707,29346.188]","[29289.857,29293.146]","[29236.441,29239.642]","[24.923,24.983]","[62.375,62.464]","[71.971,72.052]","[43.214,43.352]",-5.850000000002183,-47.760000000002044,184.71999999999755,29299.602500000186,29266.393507692534,29271.499052525138,50.429759169439315,52.10272271103618,51.476291082162255,48.999146191061456,74.8124406088657
551,"[29281.934,29285.381]","[29296.625,29299.942]","[29248.955,29252.147]","[29223.263,29226.168]","[29290.405,29293.693]","[29276.509,29279.638]","[29225.475,29228.375]","[29339.226,29342.707]","[29296.436,29299.726]","[29252.45,29255.651]","[23.835,23.896]","[56.621,56.709]","[66.873,66.953]","[36.284,36.423]",-44.319999999999716,-39.04999999999927,187.36999999999898,29294.40464285734,29268.886707692534,29272.735270706962,49.82697608054292,51.87771648316953,51.38236477030944,48.10739019068322,67.5545584625835
552,"[29281.934,29285.381]","[29296.625,29299.942]","[29248.955,29252.147]","[29226.168,29229.072]","[29287.117,29290.405]","[29276.509,29279.638]","[29225.475,29228.375]","[29328.784,29332.264]","[29299.726,29303.016]","[29268.459,29271.66]","[22.808,22.869]","[49.449,49.538]","[61.045,61.126]","[26.167,26.306]",-20.929999999996653,-13.709999999999127,204.6800000000003,29290.787142857334,29271.49929230792,29273.93343636352,49.81937411625534,51.875116599516154,51.38132403362083,45.20781171757844,62.70783479592394
553,"[29288.827,29292.273]","[29293.309,29296.625]","[29252.147,29255.339]","[29229.072,29231.977]","[29287.117,29290.405]","[29276.509,29279.638]","[29228.375,29231.276]","[29328.784,29332.264]","[29299.726,29303.016]","[29268.459,29271.66]","[22.083,22.144]","[46.882,46.97]","[56.351,56.432]","[27.969,28.108]",-23.529999999998843,113.18000000000029,226.92000000000192,29289.379642857344,29274.60406153869,29275.20725252513,54.67389936879618,53.36658717292842,51.9751133741144,41.91631003328438,56.61423507653549
554,"[29285.381,29288.827]","[29286.677,29289.993]","[29255.339,29258.53]","[29229.072,29231.977]","[29287.117,29290.405]","[29279.638,29282.768]","[29228.375,29231.276]","[29318.341,29321.822]","[29293.146,29296.436]","[29271.66,29274.862]","[21.358,21.419]","[43.34,43.429]","[51.981,52.062]","[26.029,26.167]",-27.56999999999971,49.59000000000015,223.0200000000004,29287.6200000002,29276.99366153869,29276.339826262516,49.94612989599175,51.934876777594525,51.44057242446114,36.24583927722103,49.92242544750341
555,"[29261.256,29264.702]","[29280.044,29283.36]","[29255.339,29258.53]","[29231.977,29234.881]","[29280.54,29283.829]","[29276.509,29279.638]","[29228.375,29231.276]","[29318.341,29321.822]","[29289.857,29293.146]","[29258.853,29262.055]","[19.908,19.968]","[31.919,32.008]","[45.263,45.344]","[5.102,5.241]",-43.430000000000284,23.459999999999127,202.9799999999996,29281.1300000002,29277.472215384845,29276.97014545443,33.357543038098754,45.54654330597091,48.92433443734956,9.07037565382486,40.74184928724869
556,"[29237.131,29240.578]","[29276.728,29280.044]","[29258.53,29261.722]","[29234.881,29237.786]","[29270.676,29273.964]","[29273.38,29276.509]","[29228.375,29231.276]","[29321.822,29325.303]","[29283.277,29286.567]","[29242.844,29246.046]","[19.304,19.364]","[21.207,21.295]","[37.251,37.332]","[-10.835,-10.697]",-45.319999999999716,50.39999999999782,212.36000000000058,29270.236071428768,29276.04627692331,29277.083058585737,23.569359461953322,39.95926780308234,46.453663923342006,0.0,32.79241043766486
557,"[29319.844,29323.291]","[29280.044,29283.36]","[29261.722,29264.913]","[29237.786,29240.69]","[29283.829,29287.117]","[29276.509,29279.638]","[29231.276,29234.176]","[29325.303,29328.784]","[29283.277,29286.567]","[29242.844,29246.046]","[19.183,19.243]","[44.668,44.757]","[39.76,39.841]","[54.578,54.716]",36.0,108.16999999999823,294.4799999999996,29281.598214285907,29280.81526153869,29278.804070706952,65.57634851227054,58.982303198764235,54.72228569973849,82.29488585385123,37.54894467520626
558,"[29330.184,29333.63]","[29286.677,29289.993]","[29268.105,29271.296]","[29240.69,29243.595]","[29293.693,29296.982]","[29282.768,29285.897]","[29234.176,29237.076]","[29335.745,29339.226]","[29286.567,29289.857]","[29236.441,29239.642]","[19.666,19.727]","[56.621,56.709]","[45.344,45.425]","[78.969,79.108]",47.52999999999884,119.09999999999854,354.0799999999981,29294.32214285733,29286.066030769463,29280.677391919067,68.26168121487439,60.72383095327484,55.63927504704139,80.39012601415409,42.160764078559225
559,"[29312.952,29316.398]","[29289.993,29293.309]","[29274.488,29277.68]","[29243.595,29246.499]","[29300.27,29303.558]","[29282.768,29285.897]","[29234.176,29237.076]","[29342.707,29346.188]","[29289.857,29293.146]","[29236.441,29239.642]","[19.606,19.666]","[59.365,59.454]","[50.038,50.119]","[77.86,77.999]",29.5099999999984,141.61000000000058,349.0400000000008,29300.84107142876,29289.563415384848,29282.11858181806,58.87796307872372,56.285269785802015,53.70689298819642,64.82824098049387,44.96368254469001
560,"[29312.952,29316.398]","[29293.309,29296.625]","[29277.68,29280.871]","[29249.404,29252.309]","[29303.558,29306.846]","[29285.897,29289.026]","[29237.076,29239.977]","[29346.188,29349.669]","[29293.146,29296.436]","[29236.441,29239.642]","[19.606,19.666]","[61.579,61.667]","[53.842,53.923]","[76.89,77.029]",25.079999999998112,110.1499999999978,328.29999999999933,29306.66107142876,29292.734307692543,29283.517658585737,59.405363526526756,56.558087871968965,53.83864767728996,66.05385810460767,48.411903697736186
561,"[29247.471,29250.917]","[29289.993,29293.309]","[29277.68,29280.871]","[29252.309,29255.213]","[29290.405,29293.693]","[29282.768,29285.897]","[29237.076,29239.977]","[29349.669,29353.149]","[29289.857,29293.146]","[29230.037,29233.239]","[18.881,18.941]","[44.226,44.314]","[50.686,50.767]","[31.295,31.434]",-35.610000000000575,37.02999999999884,282.04999999999933,29295.220357143044,29290.53089230793,29283.54121212109,34.75072472419537,43.047612202798604,47.35543008050078,9.554634904194419,44.59887450158953
562,"[29206.114,29209.56]","[29280.044,29283.36]","[29280.871,29284.063]","[29252.309,29255.213]","[29267.388,29270.676]","[29276.509,29279.638]","[29237.076,29239.977]","[29360.111,29363.592]","[29279.988,29283.277]","[29201.221,29204.423]","[19.546,19.606]","[34.664,34.753]","[45.344,45.425]","[13.279,13.417]",-56.239999999997956,5.889999999999418,198.13000000000102,29274.17892857161,29284.868153846386,29282.637985858462,26.11113096149311,36.69459554417705,43.70670350656101,15.601343275086837,45.531869876055524
563,"[29219.9,29223.346]","[29280.044,29283.36]","[29280.871,29284.063]","[29255.213,29258.118]","[29257.523,29260.811]","[29273.38,29276.509]","[29234.176,29237.076]","[29360.111,29363.592]","[29273.408,29276.698]","[29188.413,29191.615]","[20.21,20.271]","[31.3,31.388]","[40.65,40.731]","[12.586,12.724]",-16.669999999998254,-0.7099999999991269,230.4300000000003,29259.08357142876,29280.398830769467,29282.009733333216,33.315961136137055,40.18230510634947,45.29941837659772,24.565996926404573,49.041298008399046
564,"[29237.131,29240.578]","[29266.779,29270.095]","[29280.871,29284.063]","[29258.118,29261.022]","[29250.947,29254.235]","[29270.251,29273.38]","[29234.176,29237.076]","[29356.63,29360.111]","[29270.118,29273.408]","[29182.01,29185.212]","[20.512,20.573]","[31.831,31.919]","[37.656,37.737]","[20.07,20.208]",-84.55999999999767,21.650000000001455,234.54999999999927,29248.24857142876,29277.059384615626,29281.628129292814,39.86539621238083,43.35136845299217,46.76239268614751,32.910239626615144,41.986348547365324
565,"[29244.024,29247.471]","[29253.514,29256.83]","[29280.871,29284.063]","[29261.022,29263.927]","[29250.947,29254.235]","[29267.122,29270.251]","[29234.176,29237.076]","[29356.63,29360.111]","[29266.829,29270.118]","[29178.808,29182.01]","[20.331,20.391]","[33.513,33.602]","[36.28,36.361]","[27.969,28.108]",-87.96999999999754,-21.169999999998254,236.14000000000303,29242.228571428754,29274.205630769477,29281.342741414017,43.14714936255516,44.91073167226404,47.48025514612404,36.99698332289857,35.787328162900245
566,"[29216.453,29219.9]","[29240.249,29243.565]","[29277.68,29280.871]","[29261.022,29263.927]","[29241.082,29244.37]","[29263.992,29267.122]","[29234.176,29237.076]","[29356.63,29360.111]","[29263.539,29266.829]","[29172.404,29175.606]","[20.452,20.512]","[29.795,29.883]","[34.095,34.175]","[21.04,21.178]",-95.81999999999971,-25.849999999998545,228.4700000000012,29232.880357143036,29269.426246154086,29280.49204848472,34.90730741404822,40.524387446077796,45.18847158372328,22.26649211679622,29.707078325229144
567,"[29213.007,29216.453]","[29226.984,29230.3]","[29277.68,29280.871]","[29263.927,29266.831]","[29234.506,29237.794]","[29260.863,29263.992]","[29234.176,29237.076]","[29342.707,29346.188]","[29253.67,29256.959]","[29166.001,29169.203]","[20.573,20.633]","[27.404,27.493]","[31.909,31.99]","[18.545,18.684]",-101.43999999999869,-32.479999999999556,191.1800000000003,29225.904285714467,29264.403323077167,29279.511199999884,33.655634594320624,39.835580824661605,44.822100503271024,19.875917809777746,23.110229711682013
568,"[29226.792,29230.239]","[29223.668,29226.984]","[29274.488,29277.68]","[29266.831,29269.736]","[29231.217,29234.506]","[29257.734,29260.863]","[29234.176,29237.076]","[29318.341,29321.822]","[29243.8,29247.09]","[29169.203,29172.404]","[20.694,20.754]","[30.326,30.414]","[31.343,31.424]","[28.246,28.385]",-20.700000000000728,-62.03000000000248,139.67999999999665,29226.37107142875,29260.65572307717,29278.79732929281,42.63555660290364,43.637752988880884,46.46969642665583,32.81474702575319,26.433102871904698
569,"[29226.792,29230.239]","[29226.984,29230.3]","[29271.296,29274.488]","[29266.831,29269.736]","[29231.217,29234.506]","[29254.605,29257.734]","[29234.176,29237.076]","[29293.976,29297.456]","[29237.221,29240.511]","[29178.808,29182.01]","[20.391,20.452]","[32.539,32.628]","[31.748,31.828]","[34.067,34.205]",23.0,-99.34999999999854,120.45000000000073,29227.62964285732,29257.115138461788,29278.059440403922,42.76332401877707,43.69110533886028,46.492609253047505,36.31059569257404,29.3915675029743
570,"[29233.685,29237.131]","[29226.984,29230.3]","[29268.105,29271.296]","[29266.831,29269.736]","[29231.217,29234.506]","[29254.605,29257.734]","[29234.176,29237.076]","[29252.206,29255.687]","[29227.352,29230.641]","[29201.221,29204.423]","[20.15,20.21]","[45.642,45.731]","[36.361,36.442]","[64.14,64.279]",11.360000000000582,-71.83999999999652,74.33000000000176,29229.094285714462,29254.196400000248,29277.37941818169,45.60851869223317,44.806589915504006,46.9562897032827,39.98239953065536,31.59391073215298
571,"[29219.9,29223.346]","[29226.984,29230.3]","[29264.913,29268.105]","[29269.736,29272.64]","[29227.929,29231.217]","[29251.476,29254.605]","[29234.176,29237.076]","[29245.244,29248.725]","[29224.062,29227.352]","[29204.423,29207.624]","[20.15,20.21]","[43.96,44.049]","[38.951,39.031]","[54.162,54.301]",-17.67000000000189,-94.65999999999985,79.06999999999971,29226.560714285883,29250.393323077176,29276.39697979785,37.73786053541494,41.65886003744165,45.51722879040978,53.003300330030115,34.46434797549798
572,"[29188.882,29192.329]","[29217.035,29220.352]","[29258.53,29261.722]","[29269.736,29272.64]","[29218.065,29221.353]","[29245.217,29248.347]","[29234.176,29237.076]","[29252.206,29255.687]","[29224.062,29227.352]","[29194.817,29198.019]","[21.056,21.116]","[31.654,31.742]","[36.523,36.603]","[21.871,22.01]",-54.72999999999956,-123.80999999999769,79.28000000000247,29217.188214285878,29244.583046154097,29274.800967676634,26.379114908084283,35.93276460034542,42.6792483573576,6.949352179036051,30.171829240660482
573,"[29202.668,29206.114]","[29217.035,29220.352]","[29255.339,29258.53]","[29269.736,29272.64]","[29214.776,29218.065]","[29242.088,29245.217]","[29231.276,29234.176]","[29252.206,29255.687]","[29220.772,29224.062]","[29191.615,29194.817]","[21.902,21.962]","[31.034,31.123]","[34.661,34.742]","[23.673,23.811]",-13.319999999999707,-101.27999999999884,64.18000000000029,29213.65285714302,29240.348338461798,29273.499539393797,38.01527947580939,40.56482456492999,44.554143352150405,29.814487632509604,31.250114314333814
574,"[29195.775,29199.221]","[29213.719,29217.035]","[29252.147,29255.339]","[29269.736,29272.64]","[29211.488,29214.776]","[29238.959,29242.088]","[29231.276,29234.176]","[29248.725,29252.206]","[29217.483,29220.772]","[29185.212,29188.413]","[23.05,23.11]","[31.919,32.008]","[33.771,33.852]","[28.246,28.385]",-17.7599999999984,-87.98999999999796,71.42000000000189,29208.43321428588,29235.7606461541,29272.012345454405,34.3868041941906,38.85965347751442,43.72389202469517,30.18844532606277,32.72333253094597
575,"[29164.757,29168.204]","[29203.77,29207.087]","[29245.764,29248.955]","[29269.736,29272.64]","[29198.335,29201.623]","[29232.701,29235.83]","[29231.276,29234.176]","[29248.725,29252.206]","[29207.613,29210.903]","[29169.203,29172.404]","[24.319,24.379]","[22.889,22.977]","[30.129,30.21]","[8.29,8.428]",-64.05999999999767,-120.23999999999796,31.170000000001888,29196.092857143023,29229.0575384618,29269.890323232183,24.36670397172502,33.366240535839424,40.870613950297106,4.688821752267092,28.705343206162237
576,"[29140.633,29144.079]","[29190.505,29193.821]","[29242.572,29245.764]","[29272.64,29275.545]","[29185.182,29188.471]","[29226.442,29229.571]","[29228.375,29231.276]","[29259.167,29262.648]","[29201.034,29204.324]","[29143.588,29146.79]","[26.313,26.373]","[22.004,22.092]","[27.458,27.539]","[11.2,11.339]",-86.63999999999943,-141.66999999999825,40.110000000000575,29180.447857143023,29221.003630769486,29267.314604040264,19.459651114411127,30.026859433519864,38.957570863431,20.41943488353636,26.435177376299716
577,"[29113.062,29116.508]","[29173.924,29177.24]","[29232.998,29236.189]","[29272.64,29275.545]","[29165.453,29168.741]","[29217.055,29220.184]","[29225.475,29228.375]","[29266.129,29269.61]","[29191.165,29194.454]","[29114.772,29117.974]","[28.488,28.548]","[19.525,19.613]","[24.787,24.868]","[8.983,9.121]",-118.91000000000349,-169.82000000000338,14.899999999997814,29160.857142857316,29211.219476923336,29264.16758181804,14.920655488755017,26.398625717933555,36.70103630342689,14.570778090262742,22.804945741957912
