,open time,close,volumn,SMA 7,SMA 25,SMA 99,EMA 7,EMA 25,EMA 99,bband upper,bband middle,bband lower,ADX 14,K,D,J,MOM 7,MOM 25,MOM 99,WMA 7,WMA 25,WMA 99,RSI 6,RSI 12,RSI 24,STCK 10,STCD 7,LWR 14,AD,CCI 14
1094,2022-05-31 14:10:00,"[31249.406,31599.924]","[7.434,425.438]","[31185.29,31520.766]","[31442.04,31768.934]","[31566.306,31869.315]","[31170.432,31503.913]","[31404.813,31725.326]","[31542.566,31844.405]","[31691.583,32041.741]","[31173.949,31506.522]","[31065.031,31391.496]","[21.104,27.14]","[22.96,31.804]","[17.495,25.58]","[20.86,34.704]","[-199.729,-66.552]","[-431.097,-198.566]","[-315.695,59.984]","[31194.406,31531.921]","[31435.058,31759.011]","[31575.185,31878.864]","[43.068,52.157]","[38.476,46.259]","[40.968,47.199]","[30.0,40.0]","[14.501,23.159]","[-70.0,-60.0]","[6773.12,7645.722]","[-89.962,-16.228]"
1095,2022-05-31 14:15:00,"[31249.406,31599.924]","[425.438,843.443]","[31185.29,31520.766]","[31442.04,31768.934]","[31566.306,31869.315]","[31170.432,31503.913]","[31404.813,31725.326]","[31542.566,31844.405]","[31341.425,31691.583]","[31173.949,31506.522]","[31065.031,31391.496]","[21.104,27.14]","[40.649,49.494]","[25.58,33.666]","[62.394,76.239]","[66.625,199.802]","[-431.097,-198.566]","[-315.695,59.984]","[31194.406,31531.921]","[31435.058,31759.011]","[31575.185,31878.864]","[52.157,61.246]","[46.259,54.042]","[47.199,53.43]","[50.0,60.0]","[23.159,31.817]","[-60.0,-50.0]","[6773.12,7645.722]","[-16.228,57.507]"
1096,2022-05-31 14:20:00,"[31249.406,31599.924]","[7.434,425.438]","[31185.29,31520.766]","[31442.04,31768.934]","[31566.306,31869.315]","[31170.432,31503.913]","[31404.813,31725.326]","[31542.566,31844.405]","[31341.425,31691.583]","[31173.949,31506.522]","[31065.031,31391.496]","[21.104,27.14]","[49.494,58.338]","[33.666,41.751]","[76.239,90.084]","[199.802,332.979]","[-431.097,-198.566]","[-315.695,59.984]","[31194.406,31531.921]","[31435.058,31759.011]","[31575.185,31878.864]","[52.157,61.246]","[46.259,54.042]","[47.199,53.43]","[70.0,80.0]","[31.817,40.474]","[-60.0,-50.0]","[5900.517,6773.12]","[-16.228,57.507]"
1097,2022-05-31 14:25:00,"[31249.406,31599.924]","[7.434,425.438]","[31185.29,31520.766]","[31442.04,31768.934]","[31566.306,31869.315]","[31170.432,31503.913]","[31404.813,31725.326]","[31542.566,31844.405]","[31341.425,31691.583]","[31173.949,31506.522]","[31065.031,31391.496]","[21.104,27.14]","[49.494,58.338]","[41.751,49.836]","[76.239,90.084]","[66.625,199.802]","[-198.566,33.965]","[-315.695,59.984]","[31194.406,31531.921]","[31435.058,31759.011]","[31575.185,31878.864]","[52.157,61.246]","[46.259,54.042]","[40.968,47.199]","[60.0,70.0]","[31.817,40.474]","[-60.0,-50.0]","[5900.517,6773.12]","[-16.228,57.507]"
1098,2022-05-31 14:30:00,"[31249.406,31599.924]","[7.434,425.438]","[31185.29,31520.766]","[31442.04,31768.934]","[31566.306,31869.315]","[31170.432,31503.913]","[31404.813,31725.326]","[31542.566,31844.405]","[31341.425,31691.583]","[31173.949,31506.522]","[31065.031,31391.496]","[15.068,21.104]","[58.338,67.183]","[49.836,57.921]","[90.084,103.928]","[66.625,199.802]","[-198.566,33.965]","[-315.695,59.984]","[31194.406,31531.921]","[31435.058,31759.011]","[31575.185,31878.864]","[61.246,70.335]","[46.259,54.042]","[47.199,53.43]","[80.0,90.0]","[40.474,49.132]","[-50.0,-40.0]","[5900.517,6773.12]","[-16.228,57.507]"
1099,2022-05-31 14:35:00,"[31249.406,31599.924]","[7.434,425.438]","[31185.29,31520.766]","[31442.04,31768.934]","[31566.306,31869.315]","[31503.913,31837.394]","[31404.813,31725.326]","[31542.566,31844.405]","[31341.425,31691.583]","[31173.949,31506.522]","[31065.031,31391.496]","[15.068,21.104]","[67.183,76.028]","[57.921,66.007]","[90.084,103.928]","[332.979,466.156]","[-198.566,33.965]","[-315.695,59.984]","[31531.921,31869.436]","[31435.058,31759.011]","[31575.185,31878.864]","[61.246,70.335]","[54.042,61.825]","[47.199,53.43]","[80.0,90.0]","[57.79,66.448]","[-40.0,-30.0]","[5900.517,6773.12]","[57.507,131.241]"
1100,2022-05-31 14:40:00,"[31599.924,31950.442]","[7.434,425.438]","[31520.766,31856.241]","[31442.04,31768.934]","[31566.306,31869.315]","[31503.913,31837.394]","[31404.813,31725.326]","[31542.566,31844.405]","[31691.583,32041.741]","[31173.949,31506.522]","[31065.031,31391.496]","[15.068,21.104]","[76.028,84.872]","[66.007,74.092]","[103.928,117.773]","[332.979,466.156]","[-198.566,33.965]","[59.984,435.663]","[31531.921,31869.436]","[31435.058,31759.011]","[31575.185,31878.864]","[70.335,79.424]","[54.042,61.825]","[47.199,53.43]","[90.0,100.0]","[66.448,75.105]","[-10.0,0.0]","[6773.12,7645.722]","[57.507,131.241]"
1101,2022-05-31 14:45:00,"[31599.924,31950.442]","[7.434,425.438]","[31520.766,31856.241]","[31442.04,31768.934]","[31566.306,31869.315]","[31503.913,31837.394]","[31404.813,31725.326]","[31542.566,31844.405]","[31691.583,32041.741]","[31173.949,31506.522]","[31065.031,31391.496]","[15.068,21.104]","[76.028,84.872]","[66.007,74.092]","[90.084,103.928]","[199.802,332.979]","[33.965,266.496]","[59.984,435.663]","[31531.921,31869.436]","[31435.058,31759.011]","[31575.185,31878.864]","[61.246,70.335]","[54.042,61.825]","[47.199,53.43]","[80.0,90.0]","[75.105,83.763]","[-20.0,-10.0]","[5900.517,6773.12]","[57.507,131.241]"
1102,2022-05-31 14:50:00,"[31599.924,31950.442]","[7.434,425.438]","[31520.766,31856.241]","[31442.04,31768.934]","[31566.306,31869.315]","[31503.913,31837.394]","[31404.813,31725.326]","[31542.566,31844.405]","[31691.583,32041.741]","[31506.522,31839.094]","[31065.031,31391.496]","[15.068,21.104]","[76.028,84.872]","[74.092,82.177]","[90.084,103.928]","[66.625,199.802]","[33.965,266.496]","[59.984,435.663]","[31531.921,31869.436]","[31435.058,31759.011]","[31575.185,31878.864]","[70.335,79.424]","[54.042,61.825]","[47.199,53.43]","[80.0,90.0]","[75.105,83.763]","[-20.0,-10.0]","[6773.12,7645.722]","[57.507,131.241]"
1103,2022-05-31 14:55:00,"[31599.924,31950.442]","[7.434,425.438]","[31520.766,31856.241]","[31442.04,31768.934]","[31566.306,31869.315]","[31503.913,31837.394]","[31404.813,31725.326]","[31542.566,31844.405]","[31691.583,32041.741]","[31506.522,31839.094]","[31391.496,31717.961]","[15.068,21.104]","[76.028,84.872]","[74.092,82.177]","[90.084,103.928]","[66.625,199.802]","[33.965,266.496]","[59.984,435.663]","[31531.921,31869.436]","[31435.058,31759.011]","[31575.185,31878.864]","[70.335,79.424]","[54.042,61.825]","[53.43,59.661]","[80.0,90.0]","[83.763,92.421]","[-20.0,-10.0]","[6773.12,7645.722]","[57.507,131.241]"
1104,2022-05-31 15:00:00,"[31599.924,31950.442]","[7.434,425.438]","[31520.766,31856.241]","[31442.04,31768.934]","[31566.306,31869.315]","[31503.913,31837.394]","[31404.813,31725.326]","[31542.566,31844.405]","[31691.583,32041.741]","[31506.522,31839.094]","[31391.496,31717.961]","[15.068,21.104]","[76.028,84.872]","[74.092,82.177]","[90.084,103.928]","[199.802,332.979]","[33.965,266.496]","[59.984,435.663]","[31531.921,31869.436]","[31435.058,31759.011]","[31575.185,31878.864]","[70.335,79.424]","[54.042,61.825]","[53.43,59.661]","[80.0,90.0]","[83.763,92.421]","[-10.0,0.0]","[6773.12,7645.722]","[57.507,131.241]"
1105,2022-05-31 15:05:00,"[31599.924,31950.442]","[7.434,425.438]","[31520.766,31856.241]","[31442.04,31768.934]","[31566.306,31869.315]","[31503.913,31837.394]","[31404.813,31725.326]","[31542.566,31844.405]","[31691.583,32041.741]","[31506.522,31839.094]","[31391.496,31717.961]","[15.068,21.104]","[67.183,76.028]","[74.092,82.177]","[48.549,62.394]","[-66.552,66.625]","[-198.566,33.965]","[59.984,435.663]","[31531.921,31869.436]","[31435.058,31759.011]","[31575.185,31878.864]","[43.068,52.157]","[46.259,54.042]","[47.199,53.43]","[40.0,50.0]","[75.105,83.763]","[-30.0,-20.0]","[6773.12,7645.722]","[-16.228,57.507]"
1106,2022-05-31 15:10:00,"[31599.924,31950.442]","[7.434,425.438]","[31520.766,31856.241]","[31442.04,31768.934]","[31566.306,31869.315]","[31503.913,31837.394]","[31404.813,31725.326]","[31542.566,31844.405]","[31691.583,32041.741]","[31506.522,31839.094]","[31391.496,31717.961]","[15.068,21.104]","[58.338,67.183]","[66.007,74.092]","[34.704,48.549]","[-66.552,66.625]","[-198.566,33.965]","[59.984,435.663]","[31531.921,31869.436]","[31435.058,31759.011]","[31575.185,31878.864]","[43.068,52.157]","[46.259,54.042]","[47.199,53.43]","[40.0,50.0]","[75.105,83.763]","[-30.0,-20.0]","[5900.517,6773.12]","[-16.228,57.507]"
1107,2022-05-31 15:15:00,"[31599.924,31950.442]","[7.434,425.438]","[31520.766,31856.241]","[31442.04,31768.934]","[31566.306,31869.315]","[31503.913,31837.394]","[31404.813,31725.326]","[31542.566,31844.405]","[31691.583,32041.741]","[31506.522,31839.094]","[31391.496,31717.961]","[15.068,21.104]","[49.494,58.338]","[66.007,74.092]","[20.86,34.704]","[-66.552,66.625]","[-198.566,33.965]","[59.984,435.663]","[31531.921,31869.436]","[31435.058,31759.011]","[31575.185,31878.864]","[52.157,61.246]","[46.259,54.042]","[47.199,53.43]","[50.0,60.0]","[66.448,75.105]","[-30.0,-20.0]","[5900.517,6773.12]","[-16.228,57.507]"
1108,2022-05-31 15:20:00,"[31249.406,31599.924]","[7.434,425.438]","[31520.766,31856.241]","[31442.04,31768.934]","[31566.306,31869.315]","[31503.913,31837.394]","[31404.813,31725.326]","[31542.566,31844.405]","[31691.583,32041.741]","[31506.522,31839.094]","[31391.496,31717.961]","[15.068,21.104]","[40.649,49.494]","[57.921,66.007]","[7.015,20.86]","[-66.552,66.625]","[-198.566,33.965]","[-315.695,59.984]","[31531.921,31869.436]","[31435.058,31759.011]","[31575.185,31878.864]","[43.068,52.157]","[46.259,54.042]","[47.199,53.43]","[20.0,30.0]","[57.79,66.448]","[-50.0,-40.0]","[5900.517,6773.12]","[-16.228,57.507]"
1109,2022-05-31 15:25:00,"[31599.924,31950.442]","[7.434,425.438]","[31520.766,31856.241]","[31442.04,31768.934]","[31566.306,31869.315]","[31503.913,31837.394]","[31404.813,31725.326]","[31542.566,31844.405]","[31691.583,32041.741]","[31506.522,31839.094]","[31391.496,31717.961]","[15.068,21.104]","[40.649,49.494]","[49.836,57.921]","[20.86,34.704]","[-66.552,66.625]","[-198.566,33.965]","[59.984,435.663]","[31531.921,31869.436]","[31435.058,31759.011]","[31575.185,31878.864]","[52.157,61.246]","[54.042,61.825]","[47.199,53.43]","[50.0,60.0]","[49.132,57.79]","[-40.0,-30.0]","[5900.517,6773.12]","[-16.228,57.507]"
1110,2022-05-31 15:30:00,"[31599.924,31950.442]","[7.434,425.438]","[31520.766,31856.241]","[31442.04,31768.934]","[31566.306,31869.315]","[31503.913,31837.394]","[31404.813,31725.326]","[31542.566,31844.405]","[31691.583,32041.741]","[31506.522,31839.094]","[31391.496,31717.961]","[15.068,21.104]","[40.649,49.494]","[49.836,57.921]","[20.86,34.704]","[-66.552,66.625]","[-431.097,-198.566]","[59.984,435.663]","[31531.921,31869.436]","[31435.058,31759.011]","[31575.185,31878.864]","[43.068,52.157]","[46.259,54.042]","[47.199,53.43]","[30.0,40.0]","[49.132,57.79]","[-50.0,-40.0]","[5900.517,6773.12]","[-16.228,57.507]"
1111,2022-05-31 15:35:00,"[31599.924,31950.442]","[7.434,425.438]","[31520.766,31856.241]","[31442.04,31768.934]","[31566.306,31869.315]","[31503.913,31837.394]","[31404.813,31725.326]","[31542.566,31844.405]","[31691.583,32041.741]","[31506.522,31839.094]","[31391.496,31717.961]","[15.068,21.104]","[49.494,58.338]","[49.836,57.921]","[48.549,62.394]","[-66.552,66.625]","[33.965,266.496]","[59.984,435.663]","[31531.921,31869.436]","[31435.058,31759.011]","[31575.185,31878.864]","[61.246,70.335]","[54.042,61.825]","[53.43,59.661]","[70.0,80.0]","[40.474,49.132]","[-20.0,-10.0]","[6773.12,7645.722]","[-16.228,57.507]"
1112,2022-05-31 15:40:00,"[31599.924,31950.442]","[7.434,425.438]","[31520.766,31856.241]","[31442.04,31768.934]","[31566.306,31869.315]","[31503.913,31837.394]","[31404.813,31725.326]","[31542.566,31844.405]","[31691.583,32041.741]","[31506.522,31839.094]","[31391.496,31717.961]","[15.068,21.104]","[67.183,76.028]","[57.921,66.007]","[90.084,103.928]","[66.625,199.802]","[33.965,266.496]","[59.984,435.663]","[31531.921,31869.436]","[31435.058,31759.011]","[31575.185,31878.864]","[70.335,79.424]","[61.825,69.607]","[53.43,59.661]","[90.0,100.0]","[49.132,57.79]","[-10.0,0.0]","[6773.12,7645.722]","[204.976,278.71]"
1113,2022-05-31 15:45:00,"[31599.924,31950.442]","[425.438,843.443]","[31520.766,31856.241]","[31442.04,31768.934]","[31566.306,31869.315]","[31503.913,31837.394]","[31404.813,31725.326]","[31542.566,31844.405]","[31691.583,32041.741]","[31506.522,31839.094]","[31391.496,31717.961]","[15.068,21.104]","[76.028,84.872]","[57.921,66.007]","[90.084,103.928]","[199.802,332.979]","[499.027,731.558]","[59.984,435.663]","[31531.921,31869.436]","[31435.058,31759.011]","[31575.185,31878.864]","[79.424,88.513]","[61.825,69.607]","[59.661,65.892]","[90.0,100.0]","[57.79,66.448]","[-10.0,0.0]","[6773.12,7645.722]","[204.976,278.71]"
1114,2022-05-31 15:50:00,"[31950.442,32300.96]","[1261.448,1679.452]","[31520.766,31856.241]","[31442.04,31768.934]","[31566.306,31869.315]","[31503.913,31837.394]","[31404.813,31725.326]","[31542.566,31844.405]","[32041.741,32391.9]","[31506.522,31839.094]","[31065.031,31391.496]","[21.104,27.14]","[76.028,84.872]","[66.007,74.092]","[103.928,117.773]","[466.156,599.333]","[731.558,964.089]","[435.663,811.342]","[31531.921,31869.436]","[31435.058,31759.011]","[31575.185,31878.864]","[88.513,97.602]","[77.39,85.173]","[65.892,72.124]","[90.0,100.0]","[66.448,75.105]","[-10.0,0.0]","[8518.325,9390.928]","[278.71,352.445]"
1115,2022-05-31 15:55:00,"[31950.442,32300.96]","[425.438,843.443]","[31520.766,31856.241]","[31442.04,31768.934]","[31566.306,31869.315]","[31837.394,32170.875]","[31404.813,31725.326]","[31542.566,31844.405]","[32041.741,32391.9]","[31506.522,31839.094]","[31065.031,31391.496]","[21.104,27.14]","[76.028,84.872]","[74.092,82.177]","[90.084,103.928]","[332.979,466.156]","[499.027,731.558]","[435.663,811.342]","[31869.436,32206.952]","[31435.058,31759.011]","[31575.185,31878.864]","[70.335,79.424]","[69.607,77.39]","[59.661,65.892]","[80.0,90.0]","[75.105,83.763]","[-20.0,-10.0]","[7645.722,8518.325]","[131.241,204.976]"
1116,2022-05-31 16:00:00,"[31950.442,32300.96]","[425.438,843.443]","[31856.241,32191.717]","[31442.04,31768.934]","[31566.306,31869.315]","[31837.394,32170.875]","[31725.326,32045.839]","[31542.566,31844.405]","[32041.741,32391.9]","[31506.522,31839.094]","[31065.031,31391.496]","[27.14,33.176]","[84.872,93.717]","[74.092,82.177]","[90.084,103.928]","[466.156,599.333]","[731.558,964.089]","[435.663,811.342]","[31869.436,32206.952]","[31759.011,32082.965]","[31575.185,31878.864]","[79.424,88.513]","[69.607,77.39]","[65.892,72.124]","[90.0,100.0]","[75.105,83.763]","[-10.0,0.0]","[7645.722,8518.325]","[131.241,204.976]"
1117,2022-05-31 16:05:00,"[31950.442,32300.96]","[425.438,843.443]","[31856.241,32191.717]","[31442.04,31768.934]","[31566.306,31869.315]","[31837.394,32170.875]","[31725.326,32045.839]","[31542.566,31844.405]","[32041.741,32391.9]","[31839.094,32171.667]","[31391.496,31717.961]","[27.14,33.176]","[76.028,84.872]","[74.092,82.177]","[90.084,103.928]","[466.156,599.333]","[731.558,964.089]","[435.663,811.342]","[31869.436,32206.952]","[31759.011,32082.965]","[31575.185,31878.864]","[70.335,79.424]","[69.607,77.39]","[59.661,65.892]","[80.0,90.0]","[83.763,92.421]","[-20.0,-10.0]","[7645.722,8518.325]","[57.507,131.241]"
1118,2022-05-31 16:10:00,"[31599.924,31950.442]","[425.438,843.443]","[31856.241,32191.717]","[31442.04,31768.934]","[31566.306,31869.315]","[31837.394,32170.875]","[31725.326,32045.839]","[31542.566,31844.405]","[32041.741,32391.9]","[31839.094,32171.667]","[31391.496,31717.961]","[27.14,33.176]","[67.183,76.028]","[74.092,82.177]","[48.549,62.394]","[66.625,199.802]","[499.027,731.558]","[59.984,435.663]","[31869.436,32206.952]","[31759.011,32082.965]","[31575.185,31878.864]","[43.068,52.157]","[46.259,54.042]","[53.43,59.661]","[40.0,50.0]","[75.105,83.763]","[-60.0,-50.0]","[6773.12,7645.722]","[-16.228,57.507]"
1119,2022-05-31 16:15:00,"[31599.924,31950.442]","[425.438,843.443]","[31856.241,32191.717]","[31442.04,31768.934]","[31566.306,31869.315]","[31837.394,32170.875]","[31725.326,32045.839]","[31542.566,31844.405]","[32041.741,32391.9]","[31839.094,32171.667]","[31391.496,31717.961]","[27.14,33.176]","[58.338,67.183]","[66.007,74.092]","[34.704,48.549]","[66.625,199.802]","[266.496,499.027]","[59.984,435.663]","[31869.436,32206.952]","[31759.011,32082.965]","[31575.185,31878.864]","[43.068,52.157]","[54.042,61.825]","[53.43,59.661]","[40.0,50.0]","[75.105,83.763]","[-60.0,-50.0]","[6773.12,7645.722]","[-16.228,57.507]"
1120,2022-05-31 16:20:00,"[31950.442,32300.96]","[7.434,425.438]","[31856.241,32191.717]","[31442.04,31768.934]","[31566.306,31869.315]","[31837.394,32170.875]","[31725.326,32045.839]","[31542.566,31844.405]","[32041.741,32391.9]","[31839.094,32171.667]","[31391.496,31717.961]","[27.14,33.176]","[58.338,67.183]","[66.007,74.092]","[34.704,48.549]","[66.625,199.802]","[266.496,499.027]","[59.984,435.663]","[31869.436,32206.952]","[31759.011,32082.965]","[31575.185,31878.864]","[52.157,61.246]","[54.042,61.825]","[53.43,59.661]","[60.0,70.0]","[66.448,75.105]","[-40.0,-30.0]","[6773.12,7645.722]","[-16.228,57.507]"
1121,2022-05-31 16:25:00,"[31950.442,32300.96]","[425.438,843.443]","[31856.241,32191.717]","[31768.934,32095.828]","[31566.306,31869.315]","[31837.394,32170.875]","[31725.326,32045.839]","[31542.566,31844.405]","[32041.741,32391.9]","[31839.094,32171.667]","[31717.961,32044.426]","[27.14,33.176]","[58.338,67.183]","[66.007,74.092]","[48.549,62.394]","[-66.552,66.625]","[499.027,731.558]","[435.663,811.342]","[31869.436,32206.952]","[31759.011,32082.965]","[31575.185,31878.864]","[61.246,70.335]","[61.825,69.607]","[59.661,65.892]","[70.0,80.0]","[66.448,75.105]","[-30.0,-20.0]","[7645.722,8518.325]","[57.507,131.241]"
1122,2022-05-31 16:30:00,"[31950.442,32300.96]","[7.434,425.438]","[31856.241,32191.717]","[31768.934,32095.828]","[31566.306,31869.315]","[31837.394,32170.875]","[31725.326,32045.839]","[31542.566,31844.405]","[32041.741,32391.9]","[31839.094,32171.667]","[31717.961,32044.426]","[27.14,33.176]","[67.183,76.028]","[66.007,74.092]","[62.394,76.239]","[66.625,199.802]","[499.027,731.558]","[435.663,811.342]","[31869.436,32206.952]","[31759.011,32082.965]","[31575.185,31878.864]","[61.246,70.335]","[61.825,69.607]","[59.661,65.892]","[80.0,90.0]","[66.448,75.105]","[-20.0,-10.0]","[7645.722,8518.325]","[57.507,131.241]"
1123,2022-05-31 16:35:00,"[31950.442,32300.96]","[7.434,425.438]","[31856.241,32191.717]","[31768.934,32095.828]","[31566.306,31869.315]","[31837.394,32170.875]","[31725.326,32045.839]","[31542.566,31844.405]","[32041.741,32391.9]","[31839.094,32171.667]","[31717.961,32044.426]","[27.14,33.176]","[67.183,76.028]","[66.007,74.092]","[76.239,90.084]","[-66.552,66.625]","[499.027,731.558]","[435.663,811.342]","[31869.436,32206.952]","[31759.011,32082.965]","[31575.185,31878.864]","[61.246,70.335]","[61.825,69.607]","[59.661,65.892]","[70.0,80.0]","[66.448,75.105]","[-20.0,-10.0]","[7645.722,8518.325]","[57.507,131.241]"
1124,2022-05-31 16:40:00,"[31950.442,32300.96]","[843.443,1261.448]","[31856.241,32191.717]","[31768.934,32095.828]","[31566.306,31869.315]","[31837.394,32170.875]","[31725.326,32045.839]","[31542.566,31844.405]","[32041.741,32391.9]","[31839.094,32171.667]","[31717.961,32044.426]","[27.14,33.176]","[67.183,76.028]","[66.007,74.092]","[76.239,90.084]","[66.625,199.802]","[499.027,731.558]","[435.663,811.342]","[31869.436,32206.952]","[31759.011,32082.965]","[31575.185,31878.864]","[70.335,79.424]","[69.607,77.39]","[59.661,65.892]","[80.0,90.0]","[66.448,75.105]","[-20.0,-10.0]","[8518.325,9390.928]","[57.507,131.241]"
1125,2022-05-31 16:45:00,"[31950.442,32300.96]","[425.438,843.443]","[31856.241,32191.717]","[31768.934,32095.828]","[31566.306,31869.315]","[31837.394,32170.875]","[31725.326,32045.839]","[31542.566,31844.405]","[32041.741,32391.9]","[31839.094,32171.667]","[31717.961,32044.426]","[27.14,33.176]","[67.183,76.028]","[66.007,74.092]","[76.239,90.084]","[332.979,466.156]","[499.027,731.558]","[435.663,811.342]","[31869.436,32206.952]","[31759.011,32082.965]","[31575.185,31878.864]","[61.246,70.335]","[61.825,69.607]","[59.661,65.892]","[70.0,80.0]","[66.448,75.105]","[-30.0,-20.0]","[8518.325,9390.928]","[57.507,131.241]"
1126,2022-05-31 16:50:00,"[31950.442,32300.96]","[7.434,425.438]","[31856.241,32191.717]","[31768.934,32095.828]","[31566.306,31869.315]",,"[31725.326,32045.839]","[31542.566,31844.405]","[32041.741,32391.9]","[31839.094,32171.667]","[31717.961,32044.426]","[33.176,39.212]","[67.183,76.028]","[66.007,74.092]","[62.394,76.239]","[332.979,466.156]","[499.027,731.558]","[435.663,811.342]","[31869.436,32206.952]","[31759.011,32082.965]","[31575.185,31878.864]","[61.246,70.335]","[61.825,69.607]","[59.661,65.892]","[70.0,80.0]","[66.448,75.105]","[-30.0,-20.0]","[8518.325,9390.928]","[57.507,131.241]"
1127,2022-05-31 16:55:00,"[31950.442,32300.96]","[7.434,425.438]","[31856.241,32191.717]","[31768.934,32095.828]","[31566.306,31869.315]","[31837.394,32170.875]","[31725.326,32045.839]","[31542.566,31844.405]","[32041.741,32391.9]","[31839.094,32171.667]","[31717.961,32044.426]","[33.176,39.212]","[67.183,76.028]","[66.007,74.092]","[48.549,62.394]","[66.625,199.802]","[266.496,499.027]","[435.663,811.342]","[31869.436,32206.952]","[31759.011,32082.965]","[31575.185,31878.864]","[52.157,61.246]","[54.042,61.825]","[53.43,59.661]","[50.0,60.0]","[66.448,75.105]","[-50.0,-40.0]","[7645.722,8518.325]","[57.507,131.241]"
1128,2022-05-31 17:00:00,"[31950.442,32300.96]","[7.434,425.438]","[31856.241,32191.717]","[31768.934,32095.828]","[31566.306,31869.315]","[31837.394,32170.875]","[31725.326,32045.839]","[31542.566,31844.405]","[32041.741,32391.9]","[31839.094,32171.667]","[31717.961,32044.426]","[33.176,39.212]","[49.494,58.338]","[66.007,74.092]","[34.704,48.549]","[-66.552,66.625]","[266.496,499.027]","[435.663,811.342]","[31869.436,32206.952]","[31759.011,32082.965]","[31575.185,31878.864]","[43.068,52.157]","[54.042,61.825]","[53.43,59.661]","[40.0,50.0]","[66.448,75.105]","[-60.0,-50.0]","[7645.722,8518.325]","[-16.228,57.507]"
1129,2022-05-31 17:05:00,"[31950.442,32300.96]","[7.434,425.438]",,"[31768.934,32095.828]","[31566.306,31869.315]","[31837.394,32170.875]","[31725.326,32045.839]","[31542.566,31844.405]","[32041.741,32391.9]","[31839.094,32171.667]","[31717.961,32044.426]","[33.176,39.212]","[49.494,58.338]","[57.921,66.007]","[34.704,48.549]","[-66.552,66.625]","[266.496,499.027]","[435.663,811.342]","[31869.436,32206.952]","[31759.011,32082.965]","[31575.185,31878.864]","[52.157,61.246]","[54.042,61.825]","[53.43,59.661]","[50.0,60.0]","[57.79,66.448]","[-50.0,-40.0]","[7645.722,8518.325]","[-16.228,57.507]"
1130,2022-05-31 17:10:00,"[31950.442,32300.96]","[7.434,425.438]","[31856.241,32191.717]","[31768.934,32095.828]","[31566.306,31869.315]","[31837.394,32170.875]","[31725.326,32045.839]","[31542.566,31844.405]","[32041.741,32391.9]","[31839.094,32171.667]",,"[33.176,39.212]","[40.649,49.494]","[49.836,57.921]","[20.86,34.704]","[-66.552,66.625]","[499.027,731.558]","[435.663,811.342]","[31869.436,32206.952]","[31759.011,32082.965]","[31575.185,31878.864]","[43.068,52.157]","[54.042,61.825]","[53.43,59.661]","[30.0,40.0]","[57.79,66.448]","[-50.0,-40.0]","[7645.722,8518.325]","[-16.228,57.507]"
1131,2022-05-31 17:15:00,"[31950.442,32300.96]","[425.438,843.443]","[31856.241,32191.717]","[31768.934,32095.828]","[31566.306,31869.315]","[31837.394,32170.875]","[31725.326,32045.839]","[31542.566,31844.405]","[32041.741,32391.9]","[31839.094,32171.667]","[31717.961,32044.426]","[27.14,33.176]","[31.804,40.649]","[49.836,57.921]","[-6.83,7.015]","[-332.906,-199.729]","[266.496,499.027]","[59.984,435.663]","[31869.436,32206.952]","[31759.011,32082.965]","[31575.185,31878.864]","[33.979,43.068]","[46.259,54.042]","[47.199,53.43]","[10.0,20.0]","[49.132,57.79]","[-80.0,-70.0]","[7645.722,8518.325]","[-89.962,-16.228]"
1132,2022-05-31 17:20:00,"[31599.924,31950.442]","[7.434,425.438]","[31856.241,32191.717]","[31768.934,32095.828]","[31566.306,31869.315]","[31837.394,32170.875]","[31725.326,32045.839]","[31542.566,31844.405]","[32041.741,32391.9]","[31839.094,32171.667]","[31717.961,32044.426]","[27.14,33.176]","[22.96,31.804]","[41.751,49.836]","[-6.83,7.015]","[-332.906,-199.729]","[266.496,499.027]","[59.984,435.663]","[31869.436,32206.952]","[31759.011,32082.965]","[31575.185,31878.864]","[24.89,33.979]","[38.476,46.259]","[47.199,53.43]","[0.0,10.0]","[31.817,40.474]","[-90.0,-80.0]","[7645.722,8518.325]","[-163.697,-89.962]"
1133,2022-05-31 17:25:00,"[31950.442,32300.96]","[7.434,425.438]","[31856.241,32191.717]","[31768.934,32095.828]","[31566.306,31869.315]","[31837.394,32170.875]","[31725.326,32045.839]","[31542.566,31844.405]","[32041.741,32391.9]","[31839.094,32171.667]","[31717.961,32044.426]","[27.14,33.176]","[22.96,31.804]","[33.666,41.751]","[-6.83,7.015]","[-332.906,-199.729]","[266.496,499.027]","[59.984,435.663]","[31869.436,32206.952]","[31759.011,32082.965]","[31575.185,31878.864]","[33.979,43.068]","[46.259,54.042]","[47.199,53.43]","[10.0,20.0]","[31.817,40.474]","[-90.0,-80.0]","[7645.722,8518.325]","[-163.697,-89.962]"
