,open time,close,volumn,SMA 7,SMA 25,SMA 99,EMA 7,EMA 25,EMA 99,bband upper,bband middle,bband lower,ADX 14,K,D,J,MOM 7,MOM 25,MOM 99,WMA 7,WMA 25,WMA 99,RSI 6,RSI 12,RSI 24,STCK 10,STCD 7,LWR 14,AD,CCI 14
200,2022-05-28 11:40:00,"[28795.78,29146.298]","[7.434,425.438]","[28836.96,29172.436]",,"[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]",,"[28890.319,29240.477]","[28845.94,29178.513]",,"[15.068,21.104]","[58.338,67.183]","[66.007,74.092]","[48.549,62.394]","[-66.552,66.625]","[33.965,266.496]","[59.984,435.663]","[28831.799,29169.314]",,"[28842.077,29145.756]","[43.068,52.157]","[46.259,54.042]","[47.199,53.43]","[50.0,60.0]","[75.105,83.763]","[-50.0,-40.0]","[1537.505,2410.107]","[-16.228,57.507]"
201,2022-05-28 11:45:00,"[28795.78,29146.298]","[7.434,425.438]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[15.068,21.104]","[58.338,67.183]","[57.921,66.007]","[34.704,48.549]","[-66.552,66.625]","[33.965,266.496]","[59.984,435.663]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[43.068,52.157]","[46.259,54.042]","[47.199,53.43]","[40.0,50.0]","[66.448,75.105]","[-60.0,-50.0]","[1537.505,2410.107]","[-16.228,57.507]"
202,2022-05-28 11:50:00,"[28795.78,29146.298]","[7.434,425.438]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[15.068,21.104]","[40.649,49.494]","[57.921,66.007]","[20.86,34.704]","[-66.552,66.625]","[33.965,266.496]","[59.984,435.663]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[43.068,52.157]","[46.259,54.042]","[47.199,53.43]","[40.0,50.0]","[57.79,66.448]","[-60.0,-50.0]","[1537.505,2410.107]","[-16.228,57.507]"
203,2022-05-28 11:55:00,"[28795.78,29146.298]","[7.434,425.438]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[9.032,15.068]","[31.804,40.649]","[49.836,57.921]","[-6.83,7.015]","[-199.729,-66.552]","[-198.566,33.965]","[-315.695,59.984]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[33.979,43.068]","[46.259,54.042]","[47.199,53.43]","[10.0,20.0]","[49.132,57.79]","[-70.0,-60.0]","[1537.505,2410.107]","[-89.962,-16.228]"
204,2022-05-28 12:00:00,"[28795.78,29146.298]","[7.434,425.438]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[9.032,15.068]","[22.96,31.804]","[41.751,49.836]","[-6.83,7.015]","[-66.552,66.625]","[33.965,266.496]","[-315.695,59.984]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[43.068,52.157]","[46.259,54.042]","[47.199,53.43]","[20.0,30.0]","[40.474,49.132]","[-60.0,-50.0]","[1537.505,2410.107]","[-89.962,-16.228]"
205,2022-05-28 12:05:00,"[28795.78,29146.298]","[7.434,425.438]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[9.032,15.068]","[31.804,40.649]","[33.666,41.751]","[20.86,34.704]","[-66.552,66.625]","[33.965,266.496]","[59.984,435.663]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[52.157,61.246]","[46.259,54.042]","[47.199,53.43]","[30.0,40.0]","[40.474,49.132]","[-50.0,-40.0]","[1537.505,2410.107]","[-16.228,57.507]"
206,2022-05-28 12:10:00,,"[7.434,425.438]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[9.032,15.068]","[14.115,22.96]","[33.666,41.751]","[-6.83,7.015]","[-199.729,-66.552]","[-198.566,33.965]","[-315.695,59.984]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[24.89,33.979]","[38.476,46.259]","[40.968,47.199]",,"[23.159,31.817]","[-100.0,-90.0]","[1537.505,2410.107]","[-163.697,-89.962]"
207,2022-05-28 12:15:00,"[28795.78,29146.298]","[7.434,425.438]",,"[28826.884,29153.778]","[28839.224,29142.233]",,,"[28826.016,29127.855]",,,"[28779.776,29106.241]","[9.032,15.068]","[22.96,31.804]","[25.58,33.666]","[7.015,20.86]","[-66.552,66.625]","[33.965,266.496]","[-315.695,59.984]",,"[28843.43,29167.383]","[28842.077,29145.756]","[43.068,52.157]","[46.259,54.042]","[47.199,53.43]","[20.0,30.0]","[23.159,31.817]","[-80.0,-70.0]","[1537.505,2410.107]","[-163.697,-89.962]"
208,2022-05-28 12:20:00,"[28795.78,29146.298]","[7.434,425.438]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[9.032,15.068]","[40.649,49.494]","[33.666,41.751]","[62.394,76.239]","[-66.552,66.625]","[33.965,266.496]","[59.984,435.663]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[52.157,61.246]","[54.042,61.825]","[47.199,53.43]","[80.0,90.0]","[31.817,40.474]","[-50.0,-40.0]","[1537.505,2410.107]","[-16.228,57.507]"
209,2022-05-28 12:25:00,"[28795.78,29146.298]","[7.434,425.438]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[9.032,15.068]","[58.338,67.183]","[41.751,49.836]","[90.084,103.928]","[-66.552,66.625]","[33.965,266.496]","[59.984,435.663]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[61.246,70.335]","[54.042,61.825]","[53.43,59.661]","[80.0,90.0]","[31.817,40.474]","[-20.0,-10.0]","[1537.505,2410.107]","[57.507,131.241]"
210,2022-05-28 12:30:00,"[28795.78,29146.298]","[7.434,425.438]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[9.032,15.068]","[67.183,76.028]","[49.836,57.921]","[90.084,103.928]","[66.625,199.802]","[33.965,266.496]","[59.984,435.663]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[61.246,70.335]","[54.042,61.825]","[53.43,59.661]","[80.0,90.0]","[49.132,57.79]","[-20.0,-10.0]","[1537.505,2410.107]","[131.241,204.976]"
211,2022-05-28 12:35:00,"[28795.78,29146.298]","[7.434,425.438]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[9.032,15.068]","[67.183,76.028]","[57.921,66.007]","[90.084,103.928]","[-66.552,66.625]","[33.965,266.496]","[59.984,435.663]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[61.246,70.335]","[54.042,61.825]","[53.43,59.661]","[80.0,90.0]","[57.79,66.448]","[-20.0,-10.0]","[1537.505,2410.107]","[131.241,204.976]"
212,2022-05-28 12:40:00,"[28795.78,29146.298]","[7.434,425.438]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[15.068,21.104]","[76.028,84.872]","[66.007,74.092]","[103.928,117.773]","[-66.552,66.625]","[33.965,266.496]","[59.984,435.663]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[61.246,70.335]","[61.825,69.607]","[53.43,59.661]","[90.0,100.0]","[57.79,66.448]","[-10.0,0.0]","[1537.505,2410.107]","[131.241,204.976]"
213,2022-05-28 12:45:00,"[28795.78,29146.298]","[7.434,425.438]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[15.068,21.104]","[84.872,93.717]","[66.007,74.092]","[103.928,117.773]","[66.625,199.802]","[33.965,266.496]","[59.984,435.663]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[70.335,79.424]","[61.825,69.607]","[53.43,59.661]","[90.0,100.0]","[75.105,83.763]","[-10.0,0.0]","[1537.505,2410.107]","[57.507,131.241]"
214,2022-05-28 12:50:00,"[28795.78,29146.298]","[7.434,425.438]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[15.068,21.104]","[84.872,93.717]","[74.092,82.177]","[103.928,117.773]","[66.625,199.802]","[33.965,266.496]","[59.984,435.663]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[79.424,88.513]","[69.607,77.39]","[59.661,65.892]","[90.0,100.0]","[83.763,92.421]","[-10.0,0.0]","[1537.505,2410.107]","[131.241,204.976]"
215,2022-05-28 12:55:00,"[28795.78,29146.298]","[7.434,425.438]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[15.068,21.104]","[76.028,84.872]","[74.092,82.177]","[90.084,103.928]","[66.625,199.802]","[33.965,266.496]","[59.984,435.663]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[61.246,70.335]","[61.825,69.607]","[59.661,65.892]","[70.0,80.0]","[83.763,92.421]","[-30.0,-20.0]","[1537.505,2410.107]","[131.241,204.976]"
216,2022-05-28 13:00:00,"[28795.78,29146.298]","[7.434,425.438]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[21.104,27.14]","[76.028,84.872]","[74.092,82.177]","[62.394,76.239]","[-66.552,66.625]","[33.965,266.496]","[59.984,435.663]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[52.157,61.246]","[54.042,61.825]","[53.43,59.661]","[60.0,70.0]","[83.763,92.421]","[-40.0,-30.0]","[1537.505,2410.107]","[57.507,131.241]"
217,2022-05-28 13:05:00,"[28795.78,29146.298]","[7.434,425.438]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[21.104,27.14]","[67.183,76.028]","[74.092,82.177]","[62.394,76.239]","[66.625,199.802]","[33.965,266.496]","[59.984,435.663]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[61.246,70.335]","[61.825,69.607]","[53.43,59.661]","[70.0,80.0]","[75.105,83.763]","[-30.0,-20.0]","[1537.505,2410.107]","[57.507,131.241]"
218,2022-05-28 13:10:00,"[28795.78,29146.298]","[7.434,425.438]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[21.104,27.14]","[76.028,84.872]","[74.092,82.177]","[76.239,90.084]","[66.625,199.802]","[33.965,266.496]","[59.984,435.663]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[70.335,79.424]","[61.825,69.607]","[59.661,65.892]","[80.0,90.0]","[75.105,83.763]","[-20.0,-10.0]","[1537.505,2410.107]","[131.241,204.976]"
219,2022-05-28 13:15:00,"[29146.298,29496.816]","[843.443,1261.448]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[27.14,33.176]","[76.028,84.872]","[74.092,82.177]","[62.394,76.239]","[199.802,332.979]","[266.496,499.027]","[59.984,435.663]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[79.424,88.513]","[77.39,85.173]","[65.892,72.124]","[70.0,80.0]","[75.105,83.763]","[-20.0,-10.0]","[1537.505,2410.107]","[204.976,278.71]"
220,2022-05-28 13:20:00,"[28795.78,29146.298]","[7.434,425.438]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[27.14,33.176]","[67.183,76.028]","[74.092,82.177]","[62.394,76.239]","[199.802,332.979]","[33.965,266.496]","[59.984,435.663]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[70.335,79.424]","[69.607,77.39]","[59.661,65.892]","[60.0,70.0]","[75.105,83.763]","[-30.0,-20.0]","[1537.505,2410.107]","[131.241,204.976]"
221,2022-05-28 13:25:00,"[28795.78,29146.298]","[7.434,425.438]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[33.176,39.212]","[58.338,67.183]","[66.007,74.092]","[48.549,62.394]","[66.625,199.802]","[33.965,266.496]","[59.984,435.663]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[61.246,70.335]","[61.825,69.607]","[59.661,65.892]","[50.0,60.0]","[66.448,75.105]","[-40.0,-30.0]","[1537.505,2410.107]","[57.507,131.241]"
222,2022-05-28 13:30:00,"[28795.78,29146.298]","[7.434,425.438]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[33.176,39.212]","[49.494,58.338]","[66.007,74.092]","[34.704,48.549]","[66.625,199.802]","[33.965,266.496]","[59.984,435.663]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[52.157,61.246]","[54.042,61.825]","[59.661,65.892]","[40.0,50.0]","[57.79,66.448]","[-50.0,-40.0]","[1537.505,2410.107]","[-16.228,57.507]"
223,2022-05-28 13:35:00,"[28795.78,29146.298]","[7.434,425.438]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[33.176,39.212]","[49.494,58.338]","[57.921,66.007]","[20.86,34.704]","[66.625,199.802]","[33.965,266.496]","[59.984,435.663]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[61.246,70.335]","[61.825,69.607]","[59.661,65.892]","[40.0,50.0]","[57.79,66.448]","[-50.0,-40.0]","[1537.505,2410.107]","[57.507,131.241]"
224,2022-05-28 13:40:00,"[28795.78,29146.298]","[7.434,425.438]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[33.176,39.212]","[40.649,49.494]","[49.836,57.921]","[20.86,34.704]","[66.625,199.802]","[33.965,266.496]","[59.984,435.663]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[43.068,52.157]","[54.042,61.825]","[53.43,59.661]","[30.0,40.0]","[49.132,57.79]","[-70.0,-60.0]","[1537.505,2410.107]","[-16.228,57.507]"
225,2022-05-28 13:45:00,"[28795.78,29146.298]","[7.434,425.438]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[27.14,33.176]","[40.649,49.494]","[49.836,57.921]","[20.86,34.704]","[-66.552,66.625]","[33.965,266.496]","[59.984,435.663]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[52.157,61.246]","[54.042,61.825]","[59.661,65.892]","[40.0,50.0]","[49.132,57.79]","[-60.0,-50.0]","[1537.505,2410.107]","[-16.228,57.507]"
226,2022-05-28 13:50:00,"[28795.78,29146.298]","[7.434,425.438]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[27.14,33.176]","[40.649,49.494]","[41.751,49.836]","[20.86,34.704]","[-199.729,-66.552]","[33.965,266.496]","[59.984,435.663]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[52.157,61.246]","[54.042,61.825]","[53.43,59.661]","[40.0,50.0]","[40.474,49.132]","[-60.0,-50.0]","[1537.505,2410.107]","[-16.228,57.507]"
227,2022-05-28 13:55:00,"[28795.78,29146.298]","[7.434,425.438]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[27.14,33.176]","[31.804,40.649]","[41.751,49.836]","[7.015,20.86]","[-66.552,66.625]","[33.965,266.496]","[59.984,435.663]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[52.157,61.246]","[54.042,61.825]","[53.43,59.661]","[30.0,40.0]","[40.474,49.132]","[-60.0,-50.0]","[1537.505,2410.107]","[-16.228,57.507]"
228,2022-05-28 14:00:00,"[28795.78,29146.298]","[7.434,425.438]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[27.14,33.176]","[40.649,49.494]","[41.751,49.836]","[34.704,48.549]","[-66.552,66.625]","[33.965,266.496]","[59.984,435.663]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[61.246,70.335]","[54.042,61.825]","[59.661,65.892]","[30.0,40.0]","[31.817,40.474]","[-60.0,-50.0]","[1537.505,2410.107]","[-16.228,57.507]"
229,2022-05-28 14:05:00,"[28795.78,29146.298]","[7.434,425.438]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[27.14,33.176]","[31.804,40.649]","[41.751,49.836]","[20.86,34.704]","[-66.552,66.625]","[33.965,266.496]","[59.984,435.663]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[43.068,52.157]","[46.259,54.042]","[53.43,59.661]","[20.0,30.0]","[31.817,40.474]","[-70.0,-60.0]","[1537.505,2410.107]","[-16.228,57.507]"
230,2022-05-28 14:10:00,"[28795.78,29146.298]","[7.434,425.438]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[27.14,33.176]","[22.96,31.804]","[33.666,41.751]","[7.015,20.86]","[-199.729,-66.552]","[33.965,266.496]","[59.984,435.663]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[33.979,43.068]","[46.259,54.042]","[47.199,53.43]","[10.0,20.0]","[23.159,31.817]","[-90.0,-80.0]","[1537.505,2410.107]","[-163.697,-89.962]"
231,2022-05-28 14:15:00,"[28795.78,29146.298]","[7.434,425.438]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[27.14,33.176]","[22.96,31.804]","[33.666,41.751]","[7.015,20.86]","[-66.552,66.625]","[33.965,266.496]","[59.984,435.663]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[33.979,43.068]","[46.259,54.042]","[47.199,53.43]","[20.0,30.0]","[23.159,31.817]","[-90.0,-80.0]","[1537.505,2410.107]","[-163.697,-89.962]"
232,2022-05-28 14:20:00,"[28795.78,29146.298]","[7.434,425.438]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[21.104,27.14]","[22.96,31.804]","[25.58,33.666]","[7.015,20.86]","[-199.729,-66.552]","[33.965,266.496]","[59.984,435.663]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[33.979,43.068]","[46.259,54.042]","[47.199,53.43]","[20.0,30.0]","[23.159,31.817]","[-90.0,-80.0]","[1537.505,2410.107]","[-163.697,-89.962]"
233,2022-05-28 14:25:00,"[28795.78,29146.298]","[7.434,425.438]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[21.104,27.14]","[22.96,31.804]","[25.58,33.666]","[7.015,20.86]","[-199.729,-66.552]","[33.965,266.496]","[59.984,435.663]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[33.979,43.068]","[46.259,54.042]","[47.199,53.43]","[10.0,20.0]","[23.159,31.817]","[-90.0,-80.0]","[1537.505,2410.107]","[-163.697,-89.962]"
234,2022-05-28 14:30:00,"[28795.78,29146.298]","[7.434,425.438]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[21.104,27.14]","[22.96,31.804]","[25.58,33.666]","[20.86,34.704]","[-66.552,66.625]","[33.965,266.496]","[59.984,435.663]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[43.068,52.157]","[46.259,54.042]","[53.43,59.661]","[30.0,40.0]","[23.159,31.817]","[-70.0,-60.0]","[1537.505,2410.107]","[-89.962,-16.228]"
235,2022-05-28 14:35:00,"[28795.78,29146.298]","[7.434,425.438]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[21.104,27.14]","[14.115,22.96]","[25.58,33.666]","[7.015,20.86]","[-199.729,-66.552]","[33.965,266.496]","[59.984,435.663]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[33.979,43.068]","[38.476,46.259]","[47.199,53.43]","[10.0,20.0]","[14.501,23.159]","[-90.0,-80.0]","[1537.505,2410.107]","[-89.962,-16.228]"
236,2022-05-28 14:40:00,"[28795.78,29146.298]","[7.434,425.438]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[21.104,27.14]","[14.115,22.96]","[17.495,25.58]","[7.015,20.86]","[-66.552,66.625]","[33.965,266.496]","[59.984,435.663]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[33.979,43.068]","[46.259,54.042]","[47.199,53.43]","[10.0,20.0]","[14.501,23.159]","[-90.0,-80.0]","[1537.505,2410.107]","[-89.962,-16.228]"
237,2022-05-28 14:45:00,"[28795.78,29146.298]","[7.434,425.438]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[15.068,21.104]","[14.115,22.96]","[17.495,25.58]","[-6.83,7.015]","[-66.552,66.625]","[-198.566,33.965]","[59.984,435.663]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[24.89,33.979]","[38.476,46.259]","[47.199,53.43]","[0.0,10.0]","[14.501,23.159]","[-100.0,-90.0]","[1537.505,2410.107]","[-163.697,-89.962]"
238,2022-05-28 14:50:00,"[28795.78,29146.298]","[7.434,425.438]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[15.068,21.104]","[14.115,22.96]","[17.495,25.58]","[7.015,20.86]","[-66.552,66.625]","[33.965,266.496]","[-315.695,59.984]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[33.979,43.068]","[38.476,46.259]","[47.199,53.43]","[20.0,30.0]","[14.501,23.159]","[-90.0,-80.0]","[1537.505,2410.107]","[-163.697,-89.962]"
239,2022-05-28 14:55:00,"[28795.78,29146.298]","[7.434,425.438]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[15.068,21.104]","[22.96,31.804]","[17.495,25.58]","[20.86,34.704]","[-66.552,66.625]","[-198.566,33.965]","[59.984,435.663]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[33.979,43.068]","[38.476,46.259]","[47.199,53.43]","[20.0,30.0]","[14.501,23.159]","[-90.0,-80.0]","[1537.505,2410.107]","[-163.697,-89.962]"
240,2022-05-28 15:00:00,"[28795.78,29146.298]","[7.434,425.438]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[15.068,21.104]","[22.96,31.804]","[17.495,25.58]","[34.704,48.549]","[-66.552,66.625]","[-198.566,33.965]","[59.984,435.663]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[24.89,33.979]","[38.476,46.259]","[47.199,53.43]","[30.0,40.0]","[14.501,23.159]","[-80.0,-70.0]","[1537.505,2410.107]","[-163.697,-89.962]"
