,open time,close,SMA 7,SMA 25,SMA 99,EMA 7,EMA 25,EMA 99,bband upper,bband middle,bband lower,ADX 14,K,D,J,MOM 7,MOM 25,MOM 99,WMA 7,WMA 25,WMA 99,RSI 6,RSI 12,RSI 24,STCK 10,STCD 7
300,2022-05-28 20:00:00,29007.09,29000.86428571428,28969.1312,28967.661919191934,29005.4772474318,28975.52606878896,28947.05078267981,29056.13035359995,28988.374999999985,28920.619646400028,25.261958204165072,60.79567064483094,57.38802542121299,67.61096109206684,58.569999999999716,120.47999999999956,154.8199999999997,29013.24142857201,28984.36889230785,28966.714282828252,55.6879990494483,57.50267498083809,54.81282713740744,51.669624132925904,56.68501868129487
301,2022-05-28 20:05:00,29018.7,29011.672857142858,28973.802,28969.407979797998,29008.782935573847,28978.84714042057,28948.48376702621,29061.72144007785,28993.785999999986,28925.85055992212,25.62069071496447,60.87512634589582,58.550392396107256,65.52459424547295,75.65999999999985,116.77000000000044,172.8600000000006,29017.700357143436,28988.181876923238,28967.735044444413,60.44988083619529,59.862324358509476,55.97750512146619,61.03403774802562,65.40416693101282
302,2022-05-28 20:10:00,29002.58,29015.745714285713,28977.467999999993,28971.171212121237,29007.232201680385,28980.672745003605,28949.56569168569,29062.75758336465,28997.584999999985,28932.412416635318,25.84589392558673,56.59406444246019,57.8982830782249,53.98562717093073,28.51000000000204,91.65000000000146,174.5600000000013,29015.427142857723,28990.39556923093,28968.398484848447,51.27004327741792,55.2183414003174,53.96239790209235,48.031940635588896,66.45194102731786
303,2022-05-28 20:15:00,29034.81,29022.66714285714,28982.113599999993,28973.0380808081,29014.12665126029,28984.837149234096,28951.270577851974,29065.7199460666,29006.213999999985,28946.708053933373,26.41557087425293,62.405399309438884,59.40065515529622,68.41488761772422,48.45000000000073,116.14000000000307,184.8199999999997,29020.193214286293,28994.806492307856,28969.671260606032,64.28333052071729,61.69915111421303,57.17846792367877,74.02806904339636,68.91147543691476
304,2022-05-28 20:20:00,29003.77,29019.434285714284,28984.885999999995,28974.490202020224,29011.537488445214,28986.29352236993,28952.320566294933,29054.706804874157,29012.286999999986,28969.867195125826,26.775421156718863,52.25807327102275,57.019794527205065,42.734630758658156,-22.630000000001022,69.31000000000131,143.760000000002,29015.468928572005,28996.472369230934,28970.285898989863,49.12273709582765,53.55608622630243,53.427668535186456,48.991772866592854,61.62629917267933
305,2022-05-28 20:25:00,29014.48,29014.464285714286,28987.905999999995,28976.699292929323,29012.273116333912,28988.46171295686,28953.563754969036,29050.266609082264,29016.32799999999,28982.389390917713,26.884462378953923,46.46364319398915,53.501077416133086,32.3887747497013,-34.79000000000087,75.5,218.70000000000076,29014.23035714344,28998.748830769393,28971.085694949463,53.648868669483086,55.75413688376103,54.502233226574894,43.48574502420605,55.59694267289925
306,2022-05-28 20:30:00,28997.95,29011.34,28990.188399999995,28978.427979798,29008.692337250435,28989.191581190953,28954.451479869647,29047.856787734414,29017.486999999986,28987.117212265555,26.98571494245791,32.4915419035721,46.497898911946095,4.478827886824121,-21.869999999998978,57.06000000000132,171.13999999999942,29010.10178571486,28999.521446154013,28971.51070909088,46.05977555104744,51.63922494056783,52.54951280201169,14.381353830897849,48.80322046880482
307,2022-05-28 20:35:00,29009.38,29011.667142857143,28992.147999999994,28979.847575757598,29008.864252937827,28990.744536483955,28955.550050272257,29045.872365167328,29015.784999999985,28985.697634832635,26.487109796307784,34.16429079136666,42.38669620508628,17.719479963927427,2.290000000000873,48.9900000000016,140.54000000000087,29009.611785714867,29000.99772307709,28972.12974949492,51.72604027005939,54.18963013871113,53.7452584587294,29.357685707282766,45.61580069371295
308,2022-05-28 20:40:00,29001.23,29009.17142857143,28993.194,28980.78454545457,29006.95568970337,28991.551110600565,28956.46364926681,29032.174796218183,29010.980999999985,28989.787203781798,26.175030279465496,32.05012706511316,38.94117315842857,18.26803487848234,-17.470000000001164,26.149999999997817,92.7599999999984,29007.00250000058,29001.696338461705,28972.55739797977,47.46018459171941,52.0542648017326,52.75610059512474,24.74549725920068,40.431723481023674
309,2022-05-28 20:45:00,28998.56,29008.597142857143,28995.0848,28981.700909090934,29004.856767277528,28992.09025593899,28957.305576281473,29030.338920083504,29008.854999999985,28987.37107991647,25.380428831834912,29.85030762149301,35.910884646116706,17.72915357224561,-4.020000000000437,47.27000000000044,90.72000000000116,29004.349642857724,29002.109107692475,28972.912907070673,45.969779770922344,51.331360202416064,52.426254503885076,23.12026765275721,36.87291305490485
310,2022-05-28 20:50:00,29021.49,29006.694285714282,28997.144399999994,28982.885555555586,29009.01507545815,28994.351774712915,28958.589264755843,29033.007895495626,29010.294999999984,28987.58210450436,25.36590131621747,43.19929405172689,38.340354447986776,52.9171732592071,-13.319999999999707,51.4900000000016,117.28000000000247,29007.57285714344,29004.140276923248,28973.708688888848,59.18027130104164,56.934546359009644,54.95035271119024,69.89726691219461,36.28279846473317
311,2022-05-28 20:55:00,29026.27,29009.90857142857,28998.748799999994,28983.922020202044,29013.328806593614,28996.807022811918,28959.942879460727,29035.288461497927,29011.051999999985,28986.81553850205,25.556003649172936,55.18707217327119,43.95592702308157,77.64936247365044,22.5,40.110000000000575,102.61000000000057,29012.466785714867,29006.380707692482,28974.576377777736,61.53301937143097,58.03330675197764,55.464341948075116,79.16262841635981,40.592920686128465
312,2022-05-28 21:00:00,29036.15,29013.004285714283,29000.125199999995,28985.00474747477,29019.03410494521,28999.833405672543,28961.467021871515,29042.0781560621,29014.40899999999,28986.739843937885,26.253502838568373,65.21072363521094,51.04085922712469,93.55045245138344,21.670000000001888,34.409999999999854,107.19000000000231,29019.027142857725,29009.25772307709,28975.620937373693,66.34443128965421,60.316295572446755,56.53395143035057,85.25802655909042,46.56038947682623
313,2022-05-28 21:05:00,29016.41,29015.641428571427,29000.8396,28985.062323232352,29018.378078708905,29001.10852831312,28962.565881434082,29036.800406860777,29012.568999999985,28988.3375931392,27.305055569090115,57.3221014838645,53.13460664603796,65.69709115951757,18.45999999999913,17.860000000000582,5.700000000000728,29019.87857142915,29010.51040000017,28976.2490424242,51.03866176729171,53.92264383488721,53.838190144835345,41.54485718117163,50.440889955436774
314,2022-05-28 21:10:00,29012.77,29016.125714285707,29001.784399999997,28985.394747474777,29016.97605903168,29002.00556459673,28963.5699638054,29036.98427754313,29013.468999999986,28989.953722456845,27.93606558920268,50.43591352779749,52.23504227329113,46.837656036810216,3.3899999999994184,23.619999999998978,32.909999999999854,29019.160714286292,29011.42812307709,28976.803195959546,48.55974159215528,52.7968341160712,53.348711592460575,36.663537615663465,51.48458308520544
315,2022-05-28 21:15:00,29026.6,29019.749999999996,29004.195999999996,28986.11555555558,29019.382044273763,29003.897444243128,28964.830564529293,29039.49335413784,29014.680999999986,28989.868645862138,28.656797920473647,52.02723232549086,52.16577229069103,51.7501523950905,25.369999999998978,60.28999999999724,71.35999999999694,29021.779285714867,29013.337015384786,28977.62730101005,57.88572493221443,56.556330523515975,54.97176330582072,55.20986992087758,55.83663632258784
316,2022-05-28 21:20:00,28991.91,29018.799999999992,29005.288799999995,28986.26303030306,29012.514033205316,29002.97533314751,28965.372153238706,29040.71589050695,29014.076999999987,28987.438109493018,28.103080720978543,34.69460963822447,46.34205140653551,11.399726101602385,-6.650000000001455,27.31999999999971,14.599999999998545,29014.819285714864,29012.391938461707,28977.743189898934,37.449493635848,46.436204084034536,50.38374941920318,8.689821644092246,53.77514403563571
317,2022-05-28 21:25:00,29012.28,29017.484285714283,29007.1964,28986.04484848488,29012.455524903988,29003.691076751544,28966.31031017393,29040.857772899122,29014.36699999998,28987.876227100838,27.88239098624981,33.10869536983733,41.93093272763612,15.464220654239767,-9.210000000002763,47.68999999999868,-21.600000000002183,29013.189285714867,29012.92972307709,28978.263529292886,49.910290609672565,51.94456647279379,52.79764699804343,29.93686683306305,48.06651545290264
318,2022-05-28 21:30:00,29012.29,29015.48714285714,29009.7472,28984.361010101034,29012.414143677997,29004.352532386034,28967.22990397045,29040.56406151576,29015.47299999998,28990.381938484203,27.677464804001712,32.052884529475435,38.63824999491589,18.882153598594517,-13.979999999999563,63.77000000000044,-166.70000000000073,29011.890714286295,29013.321538461703,28978.788432323185,49.91616824659936,51.94721294459797,52.798823357637,29.951548964911584,41.03636124555288
319,2022-05-28 21:35:00,29015.44,29012.52857142857,29012.643199999995,28983.214444444468,29013.170607758497,29005.205414510187,28968.194105891034,29039.605255385697,29017.160999999986,28994.716744614267,27.644865105272704,32.89086085616411,36.72245361533196,25.227675337828412,-20.710000000002765,72.39999999999782,-113.51000000000204,29011.878928572,29013.759446154014,28979.410012121163,52.04330442313343,52.83969701431178,53.18233640745015,34.56681350954147,33.79475938133161
320,2022-05-28 21:40:00,29026.84,29014.01857142857,29014.753999999994,28982.52111111113,29016.587955818868,29006.869613394018,28969.367023773222,29040.773625938175,29017.695999999985,28994.618374061803,28.172709718146105,39.029541109199684,37.49148277995453,42.10565776768999,10.430000000000293,52.77000000000044,-68.63999999999942,29015.456785714865,29014.851507692474,28980.28252323228,59.51134457219629,56.06157600590002,54.576101020759936,51.306901615270846,35.18933715763149
321,2022-05-28 21:45:00,29020.61,29015.138571428568,29016.124,28982.04707070709,29017.593466864157,29007.926566209862,28970.391883297758,29039.60858009125,29017.129999999986,28994.65141990872,28.66285114438569,40.072557508923005,38.35184102294402,43.51399048088099,7.8400000000001455,34.25,-46.930000000000284,29017.10464285772,29015.30196923094,28981.04430101005,53.99702803801417,53.867599283926154,53.66506003009367,42.15859030836967,35.97434468516095
322,2022-05-28 21:50:00,29024.18,29014.792857142853,29016.035199999995,28981.37969696972,29019.24010014812,29009.17683034757,28971.4676456318,29035.291000046833,29015.932999999986,28996.57499995315,28.408232230416303,49.77547554459629,42.15971919682811,65.00698824013264,-2.4199999999982538,-2.220000000001164,-66.06999999999971,29019.365000000573,29015.921661538632,28981.886959595908,56.752609489145776,54.969251739419526,54.12298480585594,47.40088105726803,34.85877484750244
323,2022-05-28 21:55:00,29017.47,29018.444285714282,29014.763199999994,28981.106161616182,29018.79757511109,29009.814766474683,28972.38769271917,29035.417884326034,29016.038999999986,28996.660115673934,28.69611863780095,50.39555127852014,44.90499655739211,61.37666072077619,25.560000000001306,-31.79999999999927,-27.079999999998112,29020.034285714857,29016.0320307694,28982.608765656514,49.99779036274148,52.40334748826102,53.09386116158298,51.635702746367855,40.9939007192561
324,2022-05-28 22:00:00,28979.3,29013.732857142848,29013.1424,28980.111212121235,29008.923181333317,29007.467476745853,28972.525938864786,29042.125970602207,29012.691999999992,28983.258029397777,26.937995875785013,41.49845070905669,43.769481274613625,36.956389577942794,-32.979999999999556,-40.52000000000044,-98.5,29010.248214286283,29013.304092307866,28982.57264242419,27.585403338717466,40.63303308851304,47.70905943097231,23.704249570129804,40.10352682455136
325,2022-05-28 22:05:00,28997.34,29011.59714285713,29012.7524,28979.314444444462,29006.02738599999,29006.6884400731,28973.022220087485,29038.903832745083,29009.76599999999,28980.6281672549,25.305453311055924,42.952623079762894,43.49719520966339,41.86347881996193,-14.950000000000728,-9.75,-78.880000000001,29006.150000000565,29012.08852307709,28982.917218181767,42.26386732766882,46.79455563636635,50.19994080549714,45.860967821175315,42.37630094687476
326,2022-05-28 22:10:00,29006.66,29010.342857142852,29012.2708,28978.656363636383,29006.185539499984,29006.68625237517,28973.694975685736,29038.011039173813,29011.240999999984,28984.470960826166,24.313925389030533,47.73767764803354,44.91068935578677,53.39165423252711,-8.779999999998836,-12.040000000000873,-65.15000000000146,29004.91571428628,29011.619876923247,28983.46412929288,48.709322029142655,49.734768722074776,51.446771512348874,57.30778678457487,45.62501141473667
327,2022-05-28 22:15:00,28968.17,29001.961428571416,29010.894400000005,28977.383232323256,28996.681654624994,29003.723463730927,28973.584476172025,29043.984002751306,29006.829999999994,28969.675997248683,22.8923573077942,35.16991496031125,41.66376455729493,22.182215766343898,-58.67000000000189,-34.41000000000349,-126.04000000000087,28994.37250000056,29008.22750769248,28983.25440202016,31.35967436866473,39.820695317783155,46.436591089480885,10.034389584866656,39.728938267536066
328,2022-05-28 22:20:00,28975.65,28995.53857142856,29008.528,28976.697474747496,28991.423740968745,29001.56396652085,28973.62578664859,29044.441569741542,29003.165999999987,28961.89043025844,21.572329803789025,29.85371715441441,37.727082089668095,14.106987283907044,-44.959999999999134,-59.159999999999854,-67.88999999999942,28987.794642857716,29005.51640000017,28983.219737373693,36.62395061391013,42.26078155861567,47.473898546588174,19.221321542620718,36.4521855867148
