open time,high,low,close,SMA 7,SMA 25,SMA 99,EMA 7,EMA 25,EMA 99,bband upper,bband middle,bband lower,ADX 14,K,D,J,MOM 7,MOM 25,MOM 99,WMA 7,WMA 25,WMA 99,RSI 6,RSI 12,RSI 24,STCK 10,STCD 7
2022-05-27 19:00:00,28542.26,28414.0,28477.76,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-27 19:05:00,28514.85,28474.86,28497.75,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-27 19:10:00,28500.49,28422.48,28454.99,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-27 19:15:00,28481.54,28415.0,28429.95,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-27 19:20:00,28497.07,28420.13,28493.07,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-27 19:25:00,28530.0,28488.41,28511.04,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-27 19:30:00,28594.31,28501.79,28530.32,28484.98285714286,,,28484.98285714286,,,,,,,,,,,,,28492.92357142857,,,63.96683673469423,,,,
2022-05-27 19:35:00,28564.96,28512.2,28550.0,28495.302857142855,,,28501.237142857142,,,,,,,,,,72.2400000000016,,,28509.177857142855,,,67.9850407978245,,,,
2022-05-27 19:40:00,28593.74,28532.24,28593.73,28509.014285714286,,,28524.360357142858,,,,,,,66.55944392065484,55.51981464021827,88.63870248152799,95.97999999999956,,,28533.784642857143,,,75.32276944041672,,,,
2022-05-27 19:45:00,28707.0,28535.0,28670.51,28539.802857142862,,,28560.897767857143,,,28654.34010372675,28520.912,28387.48389627325,,73.5407708329478,61.52680003779478,97.56871242325384,215.5199999999968,,,28574.15857142857,,,83.3588203553732,,,,
2022-05-27 19:50:00,28999.0,28670.45,28999.0,28621.095714285715,,,28670.423325892858,,,28885.47452133831,28573.036,28260.59747866169,,82.36051388863186,68.47137132140713,110.1387990230813,569.0499999999993,,,28688.957857142854,,,93.77170203575619,,,,
2022-05-27 19:55:00,29056.0,28839.78,28880.0,28676.37142857143,,,28722.817494419643,,,28967.90759442698,28611.261,28254.61440557302,,79.08797649777745,72.01023971353057,93.24345006627121,386.9300000000003,,,28753.683928571427,,,73.7190212823841,,,72.54290171606864,
2022-05-27 20:00:00,28989.28,28699.99,28978.82,28743.197142857145,,,28786.818120814733,,,29064.259121751187,28663.644,28263.028878248813,,82.01275063104273,75.34441001936796,95.3494318543923,467.77999999999884,,,28829.29607142857,,,78.33565429047856,78.64312990190481,,87.95943837753505,
2022-05-27 20:05:00,29025.0,28934.26,28974.31,28806.624285714286,,,28833.69109061105,,,29124.773440517773,28718.079999999998,28311.386559482224,,83.21102336859776,77.96661446911122,93.69984116757087,443.9900000000016,,,28887.074285714283,,,77.5892088326952,78.20323336137726,,87.15303442527579,
2022-05-27 20:10:00,28974.31,28833.32,28858.79,28850.737142857142,,,28839.965817958288,,,29138.99225475494,28754.651999999995,28370.31174524505,,76.94602077565133,77.62641657129126,75.58522918437149,308.7900000000009,,,28900.115714285716,,,60.01235445787422,67.63230467124211,,65.25484945118852,
2022-05-27 20:15:00,28929.72,28848.2,28900.8,28894.604285714282,,,28855.174363468715,,,29149.220308219185,28793.627999999997,28438.03569178081,,75.11737905823115,76.79007073360455,71.77199570748434,307.0699999999997,,,28912.631428571425,,,63.609851204660295,69.27970042500385,,71.9961747352085,
2022-05-27 20:20:00,28951.91,28873.89,28951.91,28934.804285714283,,,28879.358272601537,,,29154.574076283727,28835.786999999993,28516.99992371626,,76.78705062820009,76.78906403180306,76.78302382099415,281.40000000000146,,,28926.957857142854,,,67.8345749552683,71.22356042857803,,80.85877160720848,
2022-05-27 20:25:00,28952.41,28893.71,28924.52,28924.16428571428,,,28890.648704451152,,,29131.103935881485,28873.238999999994,28615.374064118503,,76.11267226780839,76.5636001104715,75.21081658248218,-74.47999999999956,,,28924.386785714283,,,63.1219559532383,68.68280832376489,,74.89689934321065,77.23743852224223
2022-05-27 20:30:00,28924.05,28864.62,28887.29,28925.205714285712,,,28889.809028338364,,,29081.133752157333,28902.594999999994,28724.056247842655,,69.48902570847457,74.20540864313918,60.056259839145355,7.290000000000873,,,28915.168214285713,,,56.69722061973881,65.2322412101987,,67.61804222648769,76.5338871665878
2022-05-27 20:35:00,28891.81,28841.52,28841.52,28905.59142857142,,,28877.736771253774,,,29022.909335267665,28919.695999999996,28816.482664732328,,59.57751756500099,69.32944495042645,40.07366279415007,-137.29999999999927,,,28894.246785714287,,,49.29522580737876,61.114463706683196,,44.370379976656736,70.3068788236052
2022-05-27 20:40:00,28866.31,28831.9,28856.21,28888.719999999994,,,28872.35507844033,,,28999.936692788582,28905.416999999998,28810.897307211413,,55.74041615909435,64.79976868664907,37.62171110398489,-118.10000000000218,,,28881.90142857143,,,51.72268663164782,61.955324124649344,,43.88078986545272,64.12512960077332
2022-05-27 20:45:00,28866.37,28826.71,28845.37,28886.802857142848,,,28865.60880883025,,,29002.30264312629,28901.953999999998,28801.605356873704,,40.297097248766306,56.63221154068815,7.626868664922625,-13.420000000001892,,,28871.06392857143,,,49.61919019170583,60.895300266963105,,44.73093135595769,61.19314130145464
2022-05-27 20:50:00,28858.81,28788.34,28788.35,28870.738571428567,,,28846.294106622685,,,28989.760601182843,28882.906999999996,28776.05339881715,,26.866523902969977,46.71031566144875,-12.821059613987572,-112.45000000000073,,,28846.45071428572,,,39.483459162831004,55.45110489122379,,0.00422547113935574,50.908577120873325
2022-05-27 20:55:00,28804.39,28751.0,28755.88,28842.73428571428,,,28823.690579967013,,,28973.410631537605,28861.063999999995,28748.717368462385,,18.718655410347825,37.37976224441511,-18.603558257786744,-196.02999999999884,,,28817.73607142858,,,34.647197026808065,52.533478229970896,,2.1853029420988714,39.66951016871481
2022-05-27 21:00:00,28842.46,28755.88,28807.77,28826.055714285707,28738.386399999996,,28819.71043497526,28738.386399999996,,28972.802385768104,28855.961999999992,28739.12161423188,,21.874532499869847,32.21135232956669,1.2008928404761718,-116.75,,,28808.995000000006,28815.439661538458,,47.07833219252845,56.521722819178486,62.08730431979854,28.186286678913895,32.9965655023867
2022-05-27 21:05:00,28841.29,28794.32,28809.31,28814.915714285708,28751.6484,,28817.110326231443,28743.842061538457,,28962.49897186051,28846.812999999995,28731.12702813948,,24.233320393885947,29.55200835100644,13.595944479644963,-77.97999999999956,331.5500000000029,,28804.80857142858,28820.89532307692,,47.434427511176466,56.6396767715847,62.13188125527105,28.95089618191815,27.472687496019628
2022-05-27 21:10:00,28817.8,28768.27,28780.46,28806.19285714285,28762.956799999996,,28807.947744673584,28746.6588260355,,28927.394027576058,28829.667999999994,28731.94197242393,,21.830207432002027,26.9780747113383,11.534472873329477,-61.06000000000131,282.7099999999991,,28796.194642857154,28823.1116,,41.20199817414579,53.66431733766455,60.73590021736705,14.626880492527256,23.223616141143985
2022-05-27 21:15:00,28825.01,28776.48,28816.55,28800.527142857136,28777.4192,,28810.09830850519,28752.035070186615,,28893.39715404921,28818.870999999996,28744.34484595078,22.938059702989722,30.07083544492644,28.008994955867678,34.194516423043964,-39.659999999999854,361.5599999999977,,28798.78392857144,28827.23415384615,,50.88854181608538,56.76384396890774,61.85464531009791,37.87922565732421,22.366249825697054
2022-05-27 21:20:00,28821.31,28790.0,28804.95,28794.752857142852,28792.4192,,28808.81123137889,28756.10544940303,,28869.696347151305,28810.636999999995,28751.577652848686,22.01425096635688,35.63475360597049,30.550914505901943,45.80243180610758,-40.419999999998254,375.0,,28799.889642857157,28829.351907692304,,47.84818803779361,55.462948420936044,61.26913872101263,38.31404019600897,21.44955108856152
2022-05-27 21:25:00,28808.97,28771.36,28790.18,28795.01428571428,28804.303600000003,,28804.153423534168,28758.72656867972,,28861.792131502294,28805.502999999997,28749.2138684977,20.83003810151995,35.076602950049676,32.05947732061785,41.110854208913324,1.8300000000017462,297.1100000000006,,28798.74642857144,28829.17966153846,,43.84565918952736,53.75184953256799,60.50814821303564,33.96030163820806,26.300419112428475
2022-05-27 21:30:00,28813.41,28766.18,28766.18,28796.485714285704,28814.509200000004,,28794.660067650628,28759.299909550507,,28845.838521263624,28796.5,28747.161478736376,19.63793888174137,28.0778441334747,30.7322662582368,22.7689998839505,10.299999999999272,255.13999999999942,,28791.53785714287,28826.247076923075,,37.69691071206873,50.96469594764545,59.26014887591471,13.157666637774488,27.867899640382138
2022-05-27 21:35:00,28826.15,28764.99,28814.7,28797.47571428571,28825.884400000003,,28799.670050737972,28763.5614549697,,28833.10476532768,28793.433,28753.76123467232,18.746658924604482,41.93454059660079,34.46635770435813,56.870906381086115,6.930000000000291,284.380000000001,,28796.091428571446,28826.26175384615,,53.51254711158987,55.99680257494741,60.95884653828253,59.08542806789718,32.28206269595118
2022-05-27 21:40:00,28814.71,28795.34,28809.84,28797.551428571423,28836.278000000002,,28802.212538053478,28767.12134304895,,28836.235625468078,28795.582000000002,28754.928374531926,17.9190418215488,48.73098117235475,39.22123219369034,67.75047912968358,0.5299999999988358,259.84000000000015,,28799.18250000002,28825.027569230766,,51.9281053145234,55.37584013970266,60.69433556365682,64.33413514104603,37.336811118683734
2022-05-27 21:45:00,28810.0,28776.31,28780.8,28797.599999999995,28843.760800000004,,28796.859403540107,28768.1735474298,,28831.01000607421,28798.074,28765.13799392579,16.754488688460743,39.39426704631332,39.278910477897995,39.62498018314396,0.3400000000001455,187.0699999999997,,28794.994642857164,28820.76003076923,,42.83415702315582,51.64281503719476,59.095495286080755,28.782628782627395,39.35906087441232
